SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
540FG;candida zeylanoides;0
540F0;candida;0
540F1;candida albicans (candida stellatoideacandida langeroniicand;0
540F2;candida catenulata;0
540F3;candida glabrata (torulopsis glabrata);0
540F4;candida guilliermondii;0
540F5;candida krusei;0
540F6;candida parapsilosis;0
540F7;candida tropicalis;0
540F8;candida pseudotropicalis (candida kefyr);0
540F9;candida haemulonii;0
540G0;cephaliophora;0
540G1;cephaliophora irregularis;0
540H0;cercospora (mycocentrospora);0
540H1;cercospora apii (mycocentrospora apii);0
540J0;chaepoconidium;0
540K0;chmelia;0
540K1;chmelia slovaca;0
540L0;chrysosporium;0
540L1;chrysosporium panorum;0
540M0;cladosporium;0
540M1;cladosporium carrionii;0
540M2;cladosporium mansonii;0
540M3;cladosporium trichoides;0
540M4;cladosporium bantianum;0
540M5;cladosporium cladosporidies;0
540M6;cladosporium devriesii;0
540M7;cladosporium minourae;0
540M8;cladosporium oxysporum;0
540N0;coccidioides;0
540N1;coccidioides immitis;0
540P0;coniothyrium;0
540P1;coniothyrium fuckelii;0
540Q0;corynespora;0
540Q1;corynespora cassicola;0
540R0;cryptococcus;0
540R1;cryptococcus neoformans neoformans;0
540R2;cryptococcus neoformans gattii;0
540S0;curvularia;0
540S1;curvularia geniculata;0
540S2;curvularia lunata;0
540S3;curvularia pallescens;0
540S4;curvularia senegalensis;0
540S5;curvularia verruculosa;0
540T0;cylindrocarpon;0
540T1;cylindrocarpon destructans;0
540T2;cylindrocarpon terricola;0
540T3;cylindrocarpon lichenicola;0
540U0;dactylaria;0
540U1;dactylaria gallopava;0
540U2;dactylaria diplosporium;0
540V0;dissitimurus;0
540W0;drechslera;0
540W1;drechslera biseptata;0
540X0;emmonsia;0
540X1;emmonsia parva crescens;0
540X2;emmonsia parva parva;0
54000;fungi imperfecti;0
54010;cephalosporium (acremonium);0
54011;cephalosporium falciforme (acremonium falciforme);0
54012;cephalosporium granulomatis (acremonium granulomatisacremoni;0
54013;cephalosporium alabamensis (acremonium alabamensis);0
54014;cephalosporium roseogrisem (acremonium roseogrisem);0
54015;cephalosporium strictum (acremonium strictum);0
54016;cephalosporium potronii (acremonium potronii);0
54017;cephalosporium recifei (acremonium recifei);0
54020;acrophialophora;0
54021;acrophialophora fusispora;0
54030;albugo candida;0
54040;alternaria;0
54041;alternaria alternata;0
54050;anixiopsis;0
54051;anixiopsis fulvescens;0
54052;anixiopsis stericoraria;0
54060;anthopsis;0
54061;anthopsis deltoidea;0
54070;arthrographis;0
54071;arthrographis  kalrae;0
5408A;aspergillus oryzae;0
5408B;aspergillus restrictus;0
5408C;aspergillus terreus;0
5408D;aspergillus avenaceus;0
5408E;aspergillus bisporus;0
5408F;aspergillus candidus;0
5408G;aspergillus carneus;0
5408H;aspergillus flavipes;0
5408J;aspergillus niveus;0
5408K;aspergillus ochraceus;0
5408L;aspergillus parasiticus;0
5408M;aspergillus sydowi;0
5408N;aspergillus tamarii;0
5408P;aspergillus tubingensis;0
5408Q;aspergillus ustus;0
54080;aspergillus;0
54081;aspergillus amstelodami;0
54082;aspergillus boufardii;0
54083;aspergillus clavatus;0
54084;aspergillus flavus;0
54085;aspergillus fumigatus;0
54086;aspergillus glaucus;0
54087;aspergillus nidulans;0
54088;aspergillus niger;0
54089;aspergillus versicolor;0
54090;aureobasidium;0
54091;aureobasidium pullulans;0
541A0;hendersonula toruloidea;0
541B0;histoplasma;0
541B1;histoplasma capsulatum capsulatum;0
541B2;histoplasma capsulatum duboisii;0
541B3;histoplasma capsulatum farciminosum;0
541C0;hormonema;0
541C1;hormonema dematioides;0
541D0;humicola;0
541E2;lecytophora mutabilis;0
541F0;loboa;0
541F1;loboa loboii;0
541G0;madurella;0
541G1;madurella grisea;0
541G2;madurella mycetomatis;0
541H0;malassezia (pityrosporum);0
541H1;malassezia furfur (pityrosporum furfurpityrosporum ovalepity;0
541H2;malassezia pachydermatis;0
541J0;metarrhizium ansiopliae;0
541K0;microascus;0
541K1;microascus desmoporus;0
541K2;microascus cinereus;0
541LA;microsporum vanbreuseghemii;0
541LB;microsporum fulvum;0
541LC;microsporum cookei;0
541LD;microsporum amazonicum;0
541LE;microsporum boullardii;0
541LF;microsporum equinum;0
541LG;microsporum praecox;0
541LH;microsporum racemosum;0
541LJ;microsporum ripariae;0
541L0;microsporum;0
541L1;microsporum audouinii;0
541L2;microsporum canis canis;0
541L3;microsporum canis distortum;0
541L4;microsporum distortum;0
541L5;microsporum ferrugineum;0
541L6;microsporum gallinae;0
541L7;microsporum gypseum;0
541L8;microsporum nanum;0
541L9;microsporum persicolor;0
541M0;monilia;0
541M1;moniliella suavolens;0
541N0;mycocentrospora acerina (cercospora apii);0
541P0;myriodontium;0
541P1;myriodontium keratinophilum;0
541Q0;neotestudina;0
541Q1;neotestudina rosatii;0
541R0;nigrospora;0
541R1;nigrospora sphaerica;0
541S0;oidiodendron;0
541S1;oidiodendron cerealis;0
541T0;onychocola;0
541T1;onychocola canadensis;0
541U0;paecilomyces;0
541U1;paecilomyces javanicus;0
541U2;paecilomyces lilacinus;0
541U3;paecilomyces marquandii;0
541U4;paecilomyces varioti;0
541U5;paecilomyces viridis;0
541V0;paracoccidioides;0
541V1;paracoccidioides brasiliensis;0
541WA;penicillium expansum;0
541WB;penicillium decumbens;0
541W0;penicillium;0
541W1;penicillium citrinum;0
541W2;penicillium commune;0
541W3;penicillium mycetogenum;0
541W4;penicillium marneffei;0
541W5;penicillium crustaceum;0
541W6;penicillium glaucum;0
541W7;penicillium bertai;0
541W8;penicillium bicolor;0
541W9;penicillium spinulosum;0
541X0;phialemonium;0
541X1;phialemonium obouatum;0
541X2;phialemonium curvatum;0
541X3;phialemonium dimorphosporum;0
54110;epidermophyton;0
54111;epidermophyton floccosum;0
54112;epidermophyton stockdaleae;0
54120;epicoccum;0
54130;exophiala;0
54131;exophiala dermatitidis (phialophora dermatitidis);0
54132;exophiala jeanselmei (phialophora gougerotiiphialophora jean;0
54133;exophiala moniliae;0
54134;exophiala spinifera;0
54135;exophiala werneckii (cladosporium werneckii);0
54140;exserohilum;0
54141;exserohilum longirostratum;0
54142;exserohilum mcginnisii;0
54143;exserohilum rostratum;0
54150;fonsecaea (phialophora);0
54151;fonsecaea compacta (phialophora compacta);0
54152;fonsecaea pedrosoi (phialophora pedrosoi);0
5416A;fusarium proliferatum;0
5416B;fusarium roseum;0
5416C;fusarium senitectum;0
5416D;fusarium subglutinus;0
54160;fusarium;0
54161;fusarium nivale;0
54162;fusarium oxysporum;0
54163;fusarium solani;0
54164;fusarium sporotrichiella;0
54165;fusarium anthophilum;0
54166;fusarium chlamydosporum;0
54167;fusarium dimerum;0
54168;fusarium equiseti;0
54169;fusarium moniliforme;0
54170;geotrichum;0
54171;geotrichum candidum;0
54172;geotrichum fermentans;0
54173;geotrichum penicillatum;0
54174;geotrichum clavatum;0
54180;gliocadium;0
54190;helminthosporium;0
542A0;pyrenochaeta;0
542A1;pyrenochaeta romeroi;0
542A2;pyrenochaeta mackinnonii;0
542A3;pyrenochaeta unguishominis;0
542B0;pythium (hyphomyces);0
542B1;pythium insidiosum (hyphomyces destruans);0
542C0;rhodotorula;0
542C1;rhodotorula mucilaginosa (rhodotorula rubra);0
542C2;rhodotorula glutinis;0
542C3;rhodotorula minuta;0
542D0;rhinocladiella;0
542D1;rhinocladiella aquaspersa;0
542F0;saprolegnia;0
542F1;saprolegnia parasitica;0
542G0;sarcinomyces;0
542G1;sarcinomyces phaedmuriformis;0
542H0;sarcinosporon;0
542H1;sarcinosporon inkin;0
542J0;scedosporium (monosporium);0
542J1;scedosporium apiospermum (monosporium apiospermum);0
542J2;scedosporium prolificans;0
542K0;scole;0
542K1;scole cobasidium humicola;0
542L0;scopulariopsis;0
542L1;scopulariopsis brevicaulis;0
542L2;scopulariopsis acremonium;0
542L3;scopulariopsis brumptii;0
542L4;scopulariopsis fusca;0
542L5;scopulariopsis koningii;0
542M0;scytalidium;0
542M1;scytalidium hyalinum;0
542M2;scytalidium lignicola;0
542N0;sporobolomyces;0
542N1;sporobolomyces holsaticus;0
542N2;sporobolomyces roseus;0
542N3;sporobolomyces salmonicolor;0
542P0;sporothrix;0
542P1;sporothrix schenkii;0
542P2;sporothrix schenkii luriei;0
542Q0;stachybotrys;0
542R0;stemphylium;0
542S0;stenella;0
542S1;stenella araguata;0
542T0;thermomyces;0
542T1;thermomyces lanuginosus;0
542U0;torula;0
542V0;trichoderma;0
542V1;trichoderma viride;0
542WA;trichophyton soudanense;0
542WB;trichophyton yaoundei;0
542WC;trichophyton simii;0
542WD;trichophyton erinacei;0
542WE;trichophyton vanbreuseghemii;0
542WF;trichophyton terrestre;0
542WG;trichophyton ajelloi;0
542WH;trichophyton gourvilii;0
542WJ;trichophyton fischeri;0
542WK;trichophyton flavescens;0
542WL;trichophyton georgiae;0
542WM;trichophyton gloriae;0
542WN;trichophyton kanei;0
542WP;trichophyton longisufum;0
542WQ;trichophyton mariatii;0
542WR;trichophyton phaseoliforme;0
542WS;trichophyton raubitschekii;0
542W0;trichophyton;0
542W1;trichophyton concentricum;0
542W2;trichophyton equinum;0
542W3;trichophyton megninii;0
542W4;trichophyton mentagrophytes;0
542W5;trichophyton rubrum;0
542W6;trichophyton schoenleinii;0
542W7;trichophyton tonsurans;0
542W8;trichophyton verrucosum;0
542W9;trichophyton violaceum;0
542X0;trichosporon;0
542X1;trichosporon beigelii (trichosporon cutaneumtrichosporon gig;0
54210;phialophora;0
54211;phialophora richardsiae;0
54212;phialophora verrucosa;0
54213;phialophora repens;0
54214;phialophora bubakii;0
54215;phialophora parasitica;0
54220;phona;0
54221;phona hibernica;0
54222;phona euperyna;0
54223;phona minutella;0
54230;phyllostictina;0
54240;phytophtora infestans;0
54250;pithomyces;0
54251;pithomyces chartarum;0
54260;plasmopara;0
54261;plasmopara viticola;0
54270;plenddomus;0
54271;plenddomus avaramii;0
54280;pseudochaetosphaeronema;0
54281;pseudochaetosphaeronema larense;0
54290;pseudomicrodochium;0
54291;pseudomicrodochium suttonii;0
54310;trichotecium;0
54320;tritirachium;0
54330;ulocladium;0
54340;verticillium;0
54350;xylohypha;0
54351;xylohypha nigrescens;0
60A0A;aeromonas veronii veronii;0
60A00;aeromonas;0
60A01;aeromonas caviae;0
60A02;aeromonas hydrophila;0
60A03;aeromonas jandaei;0
60A04;aeromonas media;0
60A05;aeromonas punctata;0
60A06;aeromonas salmonicida;0
60A07;aeromonas schubertii;0
60A08;aeromonas trota;0
60A09;aeromonas veronii sobria;0
60B00;afipia;0
60B01;afipia felis;0
60C00;agrobacterium;0
60C01;agrobacterium tumefaciens (agrobacterium radiobacter);0
60D00;alcaligenes;0
60D01;alcaligenes aquamarinus;0
60D02;alcaligenes eutrophus;0
60D03;alcaligenes faecalis;0
60D04;alcaligenes latus;0
60D05;alcaligenes paradoxus;0
60D06;alcaligenes piechaudii;0
60D07;alcaligenes xylosoxidans denitrificans;0
60D08;alcaligenes xylosoxidans xylosoxidans;0
60F00;anaerorhabdus;0
60F01;anaerorhabdus furcosus (bacteroides furcosus);0
60G00;anaerovibrio;0
60G01;anaerovibrio lipolytica;0
60H00;aquaspirillum;0
60H01;aquaspirillum aquaticum;0
60H02;aquaspirillum delicatum;0
60H03;aquaspirillum fasciliculus;0
60H04;aquaspirillum gracile;0
60H05;aquaspirillum itersonii;0
60H06;aquaspirillum polymorphum;0
60H07;aquaspirillum serpens;0
60J00;arcanobacterium;0
60J01;arcanobacterium haemolyticum (corynebacterium haemolyticum);0
60K00;arcobacter;0
60K01;arcobacter butzleri;0
60K02;arcobacter cryaerophilus;0
60K03;arcobacter skirrowii;0
60L00;arthrobacter;0
60L01;arthrobacter citreus;0
60L02;arthrobacter duodecadis;0
60L03;arthrobacter flavescens;0
60L04;arthrobacter globiformis;0
60L05;arthrobacter simplex;0
60L06;arthrobacter terregens;0
60L07;arthrobacter tumescens;0
60M00;azospirillum;0
60M01;azospirillum brazilense;0
60M02;azospirillum lipoferum;0
60N0A;bacillus larvae;0
60N0B;bacillus laterosporus;0
60N0C;bacillus lentimorbus;0
60N0D;bacillus lentus;0
60N0E;bacillus licheniformis;0
60N0F;bacillus macerans;0
60N0G;bacillus megaterium;0
60N0H;bacillus mycoides;0
60N0J;bacillus panthothenticus;0
60N0K;bacillus pasteurii;0
60N0L;bacillus polymyxa;0
60N0M;bacillus popilliae;0
60N0N;bacillus pulvifaciens;0
60N0P;bacillus pumilus;0
60N0Q;bacillus sphaericus;0
60N0R;bacillus stearothermophilus;0
60N0S;bacillus subtilis;0
60N0T;bacillus thuringiensis;0
60N00;bacillus;0
60N01;bacillus alvei;0
60N02;bacillus anthracis;0
60N03;bacillus brevis;0
60N04;bacillus cereus;0
60N05;bacillus circulans;0
60N06;bacillus coagulans;0
60N07;bacillus fastidiosus;0
60N08;bacillus firmus;0
60N09;bacillus groupe 2;0
60P00;bacterionema;0
60P01;bacterionema matruchotii;0
60Q0A;bacteroides eggerthii;0
60Q0B;bacteroides forsythus;0
60Q0C;bacteroides fragilis;0
60Q0D;bacteroides gracilis;0
60Q0E;bacteroides merdae;0
60Q0F;bacteroides niger;0
60Q0G;bacteroides nodosus;0
60Q0H;bacteroides ochraceus;0
60Q0J;bacteroides ovatus;0
60Q0K;bacteroides pneumosintes;0
60Q0L;bacteroides putredinis;0
60Q0M;bacteroides serpens;0
60Q0N;bacteroides splanchnicus;0
60Q0P;bacteroides stercoris;0
60Q0Q;bacteroides theitaiotaomicron;0
60Q0R;bacteroides uniformis;0
60Q0S;bacteroides vulgatus;0
60Q00;bacteroides;0
60Q01;bacteroides amylophilus;0
60Q02;bacteroides biacutus;0
60Q03;bacteroides caccae;0
60Q04;bacteroides capillosus;0
60Q05;bacteroides clostridiiformis;0
60Q06;bacteroides coagulans;0
60Q07;bacteroides constellatus;0
60Q08;bacteroides corrodens (bacteroides ureolyticus);0
60Q09;bacteroides distanosis;0
60R00;bartonella;0
60R01;bartonella bacilliformis;0
60S00;bdellovibrio;0
60S01;bdellovibrio bacteriovorus;0
60S02;bdellovibrio starrii;0
60S03;bdellovibrio stolpii;0
60T0A;bifidobacterium longum;0
60T0B;bifidobacterium pseudolongum;0
60T0C;bifidobacterium suis;0
60T0D;bifidobacterium thermophilum;0
60T00;bifidobacterium;0
60T01;bifidobacterium adolecentis;0
60T02;bifidobacterium asteroides;0
60T03;bifidobacterium bifidum;0
60T04;bifidobacterium breve;0
60T05;bifidobacterium coryneforme;0
60T06;bifidobacterium dentium;0
60T07;bifidobacterium eriksonii;0
60T08;bifidobacterium indicum;0
60T09;bifidobacterium infantis;0
60U00;bilophila;0
60U01;bilophila wadsworthia;0
60V00;bordetella;0
60V01;bordetella avium;0
60V02;bordetella bronchiseptica;0
60V03;bordetella parapertussis;0
60V04;bordetella pertussis;0
60W0A;borrelia harveyi;0
60W0B;borrelia hermsii;0
60W0C;borrelia hispanica;0
60W0D;borrelia latyschewii;0
60W0E;borrelia mazzotii;0
60W0F;borrelia parkeri;0
60W0G;borrelia persica;0
60W0H;borrelia recurrentis;0
60W0J;borrelia theileri;0
60W0K;borrelia tillae;0
60W0L;borrelia turicatae;0
60W0M;borrelia venezuelensis;0
60W00;borrelia;0
60W01;borrelia anserina;0
60W02;borrelia bergmanni;0
60W03;borrelia brasiliensis;0
60W04;borrelia burgdoferi;0
60W05;borrelia caucasica;0
60W06;borrelia crocidurae;0
60W07;borrelia dugesii;0
60W08;borrelia duttonii;0
60W09;borrelia graingeri;0
60X00;brevibacterium;0
6000A;coque gram negatif;0
6000B;coccobacille gram negatif;0
6000C;toxine bacterienne;0
6000D;exotoxine bacterienne;0
6000E;endotoxine bacterienne;0
60000;microorganismes;0
60001;bacteries;0
60002;bacilles;0
60003;coque;0
60004;bacterie gram positif;0
60005;bacille gram positif;0
60006;coque gram positif;0
60007;coccobacille gram positif;0
60008;bacterie gram negatif;0
60009;bacille gram negatif;0
60100;acetivibrio;0
60101;acetivibrio cellulolyticus;0
60102;acetivibrio ethanolgignens;0
60200;acetobacter;0
60300;acholeplasma;0
60301;acholeplasma axanthum;0
60302;acholeplasma granularum;0
60303;acholeplasma laidlawii;0
60304;acholeplasma modicum;0
60305;acholeplasma oculusi;0
60400;acidaminococcus;0
60401;acidaminococcus fermentans;0
60500;acinetobacter;0
60501;acinetobacter 3 6 9 10 11 12;0
60502;acinetobacter baumanii;0
60503;acinetobacter calcoaceticus;0
60504;acinetobacter haemolyticus;0
60505;acinetobacter johnsonii;0
60506;acinetobacter junii;0
60507;acinetobacter lwofii;0
6060A;actinobacillus ureae (pasteurella ureae);0
60600;actinobacillus;0
60601;actinobacillus actinoides;0
60602;actinobacillus actinomycetemcomitans;0
60603;actinobacillus capsulatus;0
60604;actinobacillus equuli;0
60605;actinobacillus hominis;0
60606;actinobacillus lignieresii;0
60607;actinobacillus rossii;0
60608;actinobacillus seminis;0
60609;actinobacillus suis;0
60700;actinomadura;0
60701;actinomadura grisea;0
60702;actinomadura madurae;0
60703;actinomadura pelletieri;0
6080A;actinomyces pyogenes (corynebacterium pyogenes);0
6080B;actinomyces suis;0
6080C;actinomyces viscosus;0
60800;actinomyces;0
60801;actinomyces bovis;0
60802;actinomyces ericksonii;0
60803;actinomyces georgiae;0
60804;actinomyces gerensceriae;0
60805;actinomyces humiferus;0
60806;actinomyces israelii;0
60807;actinomyces meyeri;0
60808;actinomyces naeslundii;0
60809;actinomyces odontolyticus;0
60900;aerococcus;0
60901;aerococcus viridans;0
61A00;carnobacterium;0
61A01;carnobacterium piscicola;0
61B00;caryophanon;0
61C00;caseobacter;0
61D00;cedecea;0
61D01;cedecea davisae;0
61D02;cedecea lapagei;0
61D03;cedecea neteri;0
61E00;cellulomonas;0
61F00;centipeda;0
61F01;centipeda periodontii;0
61G00;chlamydia;0
61G01;chlamydia pneumoniae;0
61G02;chlamydia psittaci aviaire ou non;0
61G03;chlamydia trachomatis;0
61H00;chromobacterium;0
61H01;chromobacterium lividum;0
61H02;chromobacterium violaceum;0
61J00;chryseomonas;0
61J01;chryseomonas luteola;0
61K00;clavibacter;0
61L0A;clostridium bifermentans;0
61L0B;clostridium botulinum;0
61L0C;clostridium botulinum  type a;0
61L0D;clostridium botulinum  type b;0
61L0E;clostridium botulinum  type c;0
61L0F;clostridium botulinum  type d;0
61L0G;clostridium botulinum  type e;0
61L0H;clostridium botulinum  type f;0
