"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"HBDD017";"Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner] et dispositif fixe sur 1 arcade, après traitement orthodontique";"DEN"
"HBDD018";"Contention des arcades dentaires par dispositif amovible bimaxillaire monobloc [tooth positioner] et dispositif fixe sur 2 arcades, après traitement orthodontique";"DEN"
"HBDD001";"Contention d'une arcade dentaire par dispositif fixe, après traitement orthodontique";"DEN"
"HBDD010";"Contention des arcades dentaires par dispositif fixe, après traitement orthodontique";"DEN"
"HBDD013";"Contention des arcades dentaires par dispositif fixe sur l'une et dispositif amovible sur l'autre, après traitement orthodontique";"DEN"
"HBGB001";"Curetage d'alvéole dentaire";"ADC"
"HBGB005";"Curetage périapical avec résection de l'apex d'une racine dentaire endodontiquement traitée";"ADC"
"HBGB003";"Curetage périapical avec résection de l'apex et obturation radiculaire d'une incisive ou d'une canine";"ADC"
"HBGB002";"Curetage périapical avec résection de l'apex et obturation radiculaire d'une prémolaire";"ADC"
"HBGB004";"Curetage périapical avec résection de l'apex et obturation radiculaire d'une molaire";"ADC"
"HBFA006";"Gingivectomie sur un secteur de 1 à 3 dents";"TDS"
"HBFA007";"Gingivectomie sur un secteur de 4 à 6 dents";"TDS"
"HBFA008";"Gingivectomie  sur un secteur de 7 dents ou plus";"TDS"
"HBFA005";"Ostéoplastie soustractive de l'arcade alvéolaire sur un secteur de 1 à 3 dents";"TDS"
"HBFA004";"Ostéoplastie soustractive de l'arcade alvéolaire sur un secteur de 4 à 6 dents";"TDS"
"HBFA003";"Ostéoplastie soustractive de l'arcade alvéolaire sur un secteur de 7 dents ou plus";"TDS"
"HBFA013";"Exérèse d'hypertrophie gingivale ou de crête flottante localisée";"TDS"
"HBFA012";"Exérèse d'hypertrophie gingivale ou de crête flottante sur une arcade maxillaire ou mandibulaire complète";"TDS"
"HBAA338";"Allongement coronaire par gingivectomie sur une dent";"ADC"
"HBMA004";"Régénération parodontale ";"ADC"
"HBED023";"Greffe épithélioconjonctive ou conjonctive sur la gencive, sur un secteur de 1 à 3 dents";"TDS"
"HBED024";"Greffe épithélioconjonctive ou conjonctive sur la gencive, sur un sextant";"TDS"
"HBMA006";"Ostéoplastie d'une alvéole dentaire avec comblement par biomatériau";"ADC"
"HBMA003";"Ostéoplastie d'une alvéole dentaire avec comblement par autogreffe osseuse";"ADC"
"HBBA003";"Ostéoplastie additive de l'arcade alvéolaire sur un secteur de 1 à 3 dents";"ADC"
"HBBA002";"Ostéoplastie additive de l'arcade alvéolaire sur un secteur de 4 à 6 dents";"ADC"
"HBBA004";"Ostéoplastie additive de l'arcade alvéolaire sur un secteur de 7 dents ou plus";"ADC"
"HBJB001";"Évacuation d'abcès parodontal";"TDS"
"HBGB006";"Surfaçage radiculaire dentaire sur un sextant";"TDS"
"HBJA003";"Assainissement parodontal [détartrage-surfaçage radiculaire] [DSR] sur 1 sextant";"TDS"
"HBJA171";"Assainissement parodontal [détartrage-surfaçage radiculaire] [DSR] sur 2 sextants ";"TDS"
"HBJA634";"Assainissement parodontal [détartrage-surfaçage radiculaire] [DSR] sur 3 sextants ou plus";"TDS"
"HBMA001";"Plastie mucogingivale par lambeau déplacé latéralement, coronairement ou apicalement";"TDS"
"HBMD018";"Séance de préparation [mise en condition] tissulaire des surfaces d'appui muqueux d'une prothèse dentaire, sur une arcade";"TDS"
"HAJA010";"Parage et/ou suture d'une plaie muqueuse intrabuccale";"ADC"
"HAJA007";"Parage et/ou suture de plaies muqueuses intrabuccales multiples";"ADC"
"HAJA009";"Parage et/ou suture de plaie de la langue";"ADC"
"HAJA008";"Parage et/ou suture de plaie du voile du palais";"ADC"
"LCJA004";"Évacuation de collection de la région des muscles masticateurs, par abord intrabuccal";"ADC"
"LCJA002";"Évacuation de collection de la région des muscles masticateurs, par abord intrabuccal et par abord facial";"ADC"
"LCJA003";"Évacuation de collection périmaxillaire ou périmandibulaire, par abord intrabuccal";"ADC"
"HAJA002";"Évacuation de collection pelvilinguale, par abord intrabuccal";"ADC"
"HAJD004";"Évacuation de collection de la base de la langue";"ADC"
"HAPA004";"Marsupialisation d'un kyste du plancher de la bouche";"ADC"
"HAPD001";"Section de bride muqueuse ou de frein intrabuccal";"ATM"
"HAPA001";"Section de bride muqueuse ou de frein intrabuccal avec plastie par lambeau local";"ADC"
"HAPA003";"Libération musculaire et muqueuse d'une ankyloglossie";"ADC"
"HAMA001";"Glossoplastie de réduction";"ADC"
"HADA001";"Labioglossopexie";"ADC"
"HAMA026";"Pelviglossoplastie";"ADC"
"HADA002";"Hyomandibulopexie";"ADC"
"HAAA002";"Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée";"ADC"
"HAAA001";"Approfondissement du vestibule oral [sillon gingivojugal] par section mucopériostée avec greffe cutanée ou muqueuse";"ADC"
"HAAA003";"Approfondissement du plancher de la bouche par section musculaire";"ADC"
"HDAA002";"Véloplastie d'allongement avec lambeau palatin";"ADC"
"HDMA010";"Véloplastie secondaire intravélaire";"ADC"
"HAND002";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale sans laser";"ATM"
"HAND004";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par voie buccale avec laser";"ATM"
"HAND001";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale sans laser";"ATM"
"HAND006";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par voie buccale avec laser";"ATM"
"HAND003";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale sans laser";"ADC"
"HAND005";"Destruction de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par voie buccale avec laser";"ADC"
"HAFA015";"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de moins de 2 cm de grand axe, par abord intrabuccal";"ADC"
"HAFA032";"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de 2 cm à 4 cm de grand axe, par abord intrabuccal";"ADC"
"HAFA019";"Exérèse de lésion de la muqueuse de la bouche ou de l'oropharynx de plus de 4 cm de grand axe, par abord intrabuccal";"ADC"
"HAFA021";"Exérèse non transfixiante de lésion infiltrante de la joue, par abord intrabuccal";"ADC"
"HAFA022";"Exérèse transfixiante de lésion de la joue, par abord facial";"ADC"
"HAFA034";"Exérèse de kyste du plancher de la bouche, par abord intrabuccal";"ADC"
"HAFA009";"Exérèse de kyste du plancher de la bouche, par abord intrabuccal et par abord facial";"ADC"
"HDFA020";"Uvulectomie";"ADC"
"HDFA022";"Uvulovélectomie";"ADC"
"HDFA021";"Uvulovélectomie avec palatectomie partielle";"ADC"
"HAFA023";"Glossectomie partielle de langue mobile, par abord intrabuccal";"ADC"
"HAFA001";"Glossectomie partielle de base, par cervicotomie";"ADC"
"HAFA005";"Exérèse partielle de la base de la langue et/ou du sillon amygdaloglosse, par abord intrabuccal";"ADC"
"HAFA013";"Glossectomie totale de langue mobile, par abord intrabuccal";"ADC"
"HAFA003";"Glossectomie totale de langue mobile, par abord cervicofacial";"ADC"
"HAFA012";"Glossectomie totale de base";"ADC"
"HAFA029";"Glossectomie totale de base de langue et de langue mobile";"ADC"
"HAFA016";"Glossectomie totale avec pharyngolaryngectomie totale";"ADC"
"HAFA007";"Pelvectomie orale partielle, par abord intrabuccal";"ADC"
"HAFA006";"Pelviglossectomie de langue mobile, par abord intrabuccal";"ADC"
"HAFA027";"Pelviglossectomie de langue mobile, par abord cervicofacial";"ADC"
"HAFA033";"Pelvimandibulectomie non interruptrice, par abord intrabuccal";"ADC"
"HAFA024";"Pelvimandibulectomie non interruptrice, par abord cervicofacial";"ADC"
"HAFA004";"Pelvimandibulectomie interruptrice, par abord cervicofacial";"ADC"
"HAFA002";"Pelvi-glosso-mandibulectomie non interruptrice, par abord intrabuccal";"ADC"
"HAFA026";"Pelvi-glosso-mandibulectomie non interruptrice, par abord cervicofacial";"ADC"
"HAFA017";"Pelvi-glosso-mandibulectomie interruptrice, par abord cervicofacial";"ADC"
"HASA018";"Fermeture d'une communication buccosinusienne par lambeau de glissement vestibulojugal, par abord intrabuccal";"ADC"
"HASA025";"Fermeture d'une communication buccosinusienne par lambeau de transposition du corps adipeux de la joue, par abord intrabuccal";"ADC"
"HASA013";"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau palatin, par abord intrabuccal";"ADC"
"HASA009";"Fermeture d'une communication buccosinusienne et/ou bucconasale par lambeau de muscle temporal, par abord intrabuccal et par abord facial";"ADC"
"HASA012";"Fermeture d'orostome ou de pharyngostome";"ADC"
"HASA021";"Fermeture d'une fente labiale supérieure médiane";"ADC"
"HASA005";"Fermeture d'une fente labiale inférieure médiane";"ADC"
"HASA015";"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire unilatérale pour fente labiale]";"ADC"
"HASA023";"Fermeture primaire unilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire unilatérale pour fente labiale]";"ADC"
"HASA008";"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, sans réparation complète de la déformation nasale [Chéiloplastie primaire bilatérale pour fente labiale]";"ADC"
"HASA014";"Fermeture primaire bilatérale d'une fente labiale sans fente osseuse alvéolomaxillaire, avec réparation complète de la déformation nasale [Chéilorhinoplastie primaire bilatérale pour fente labiale]";"ADC"
"HASA019";"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie unilatérale pour fente labio-alvéolo-maxillaire]";"ADC"
"HASA001";"Fermeture labiale primaire unilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie unilatérale pour fente labio-alvéolo-maxillaire]";"ADC"
"HASA006";"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, sans correction complète de la déformation nasale [Chéiloplastie bilatérale pour fente labio-alvéolo-maxillaire]";"ADC"
"HASA020";"Fermeture labiale primaire bilatérale d'une fente labio-alvéolo-maxillaire, avec correction complète de la déformation nasale [Chéilorhinoplastie bilatérale pour fente labio-alvéolo-maxillaire]";"ADC"
"HAMA006";"Correction primaire unilatérale complète d'une fente labioalvéolaire ou labiomaxillaire";"ADC"
"HAMA017";"Correction primaire bilatérale complète d'une fente labioalvéolaire ou labiomaxillaire";"ADC"
"HACA001";"Adhésion labiale pour fente labio-maxillo-palatine unilatérale";"ADC"
"HACA002";"Adhésion labiale pour fente labio-maxillo-palatine bilatérale";"ADC"
"HASD006";"Fermeture primaire d'une fente du palais osseux [Uranoplastie pour fente orofaciale]";"ADC"
"HDSD002";"Fermeture primaire d'une fente vélaire [Staphylorraphie pour fente orofaciale]";"ADC"
"HASD007";"Fermeture primaire d'une fente palatovélaire [Uranostaphylorraphie pour fente orofaciale]";"ADC"
"HASA017";"Fermeture unilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie unilatérale pour fente orofaciale]";"ADC"
"HASA004";"Fermeture bilatérale de la lèvre et du palais osseux d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-uranoplastie bilatérale pour fente orofaciale]";"ADC"
"HASA022";"Fermeture unilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie unilatérale avec staphylorraphie pour fente orofaciale]";"ADC"
"HASA016";"Fermeture bilatérale de la lèvre et du voile du palais d'une fente labio-maxillo-palatine, en un temps [Chéilorhinoplastie bilatérale avec staphylorraphie pour fente orofaciale]";"ADC"
"HASA007";"Fermeture unilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie unilatérale pour fente orofaciale]";"ADC"
"HASA010";"Fermeture bilatérale complète d'une fente labio-maxillo-palatine, en un temps [Chéilo-rhino-urano-staphylorraphie bilatérale pour fente orofaciale]";"ADC"
"HAMA012";"Plastie cutanéomuqueuse de symétrisation labiale pour séquelle d'une fente labio-maxillo-palatine";"ADC"
"GAMA025";"Correction de séquelle narinaire d'une fente labio-maxillo-palatine unilatérale";"ADC"
"GAMA026";"Correction de séquelle narinaire d'une fente labio-maxillo-palatine bilatérale";"ADC"
"HAMA024";"Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine unilatérale";"ADC"
"HAMA025";"Correction de séquelle labionarinaire d'une fente labio-maxillo-palatine bilatérale";"ADC"
"HAMA007";"Reconstruction du philtrum par lambeau hétérolabial, pour séquelle d'une fente orofaciale";"NA"
"HASD002";"Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux";"ADC"
"HASD004";"Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux";"ADC"
"HASD005";"Fermeture secondaire unilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse";"ADC"
"HASD001";"Fermeture secondaire bilatérale d'une fente alvéolaire par gingivopériostoplastie ou lambeau muqueux, avec autogreffe osseuse";"ADC"
"HASA002";"Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locale";"ADC"
"HASA003";"Fermeture d'une fistule bucconasale séquellaire d'une fente orofaciale par plastie locorégionale ou lambeau de langue";"ADC"
"HDMA006";"Pharyngoplastie ou sphinctéroplastie pour correction de séquelle phonétique d'une fente palatine";"ADC"
"LBPA028";"Ostéotomie maxillaire de type Le Fort I pour séquelle d'une fente orofaciale, par abord intrabuccal";"ADC"
"LBPA024";"Ostéotomie d'un segment du maxillaire pour correction d'une malposition fragmentaire séquellaire d'une fente orofaciale, par abord intrabuccal";"ADC"
"GALP002";"Pose préopératoire d'un appareillage orthopédique de correction d'une déformation nasale, pour fente orofaciale";"ATM"
"HALD004";"Pose d'une plaque palatine non active [passive] pour fente orofaciale ou division palatine";"ATM"
"HALD003";"Pose d'une plaque palatine active [orthopédique] pour fente orofaciale";"ATM"
"HAJD003";"Pansement intrabuccal sous anesthésie générale, dans les suites d'un acte sur la cavité orale";"ADC"
"LCGA002";"Ablation de corps étranger projeté dans les tissus mous buccofaciaux, par abord intrabuccal";"ADC"
"HASD003";"Hémostase secondaire à une électrocoagulation intrabuccale";"ATM"
"HBSD001";"Hémostase gingivoalvéolaire secondaire à une avulsion dentaire";"ATM"
"LBLD012";"Pose de dispositif intrabuccal d'expansion tissulaire pour rehaussement de crête alvéolaire";"ATM"
