SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
G543;Affections radiculaires thoraciques  non classees ailleurs;0
G544;Affections radiculaires lombosacrees  non classees ailleurs;0
G545;Nevralgie amyotrophique;0
G546;Syndrome douloureux du membre fantome;0
G547;Syndrome du membre fantome (sans element douloureux);0
G548;Autres affections des racines et des plexus nerveux;0
G549;Affection des racines et des plexus nerveux  sans precision;0
G54X;Affections des racines et des plexus nerveux;0
G550;Compression des racines et des plexus nerveux au cours de ma;0
G551;Compression des racines et des plexus nerveux au cours d'att;0
G552;Compression des racines et des plexus nerveux au cours de sp;0
G553;Compression des racines et des plexus nerveux au cours d'aut;0
G558;Compression des racines et des plexus nerveux au cours d'aut;0
G55X;Compression des racines et des plexus nerveux au cours de ma;0
G560;Syndrome du canal carpien;0
G561;Autres lesions du nerf median;0
G562;Lesion du nerf cubital;0
G563;Lesion du nerf radial;0
G564;Causalgie;0
G568;Autres mononevrites du membre superieur;0
G569;Mononevrite du membre superieur  sans precision;0
G56A;Coude : synd de la gouttière épitrochléo-olécranienne (compr;0
G56B;Coude : synd de la gouttière épitrochléo-olécranienne (compr;0
G56C;Poignet main doigts : syndrome du canal carpien droit;0
G56D;Poignet main doigts : syndrome du canal carpien gauche;0
G56E;Poignet main doigts : syndrome de la loge de Guyon droite;0
G56F;Poignet main doigts : syndrome de la loge de Guyon gauche;0
G56X;Mononevrite du membre superieur;0
G570;Lesion du nerf sciatique;0
G571;Meralgie paresthesique;0
G572;Lesion du nerf femoral;0
G573;Lesion du nerf sciatique poplite externe;0
I749;Embolie et thrombose d'arteres non precisees;0
I74X;Embolie et thrombose arterielles;0
I770;Fistule arterioveineuse  acquise;0
I771;Stenose d'une artere;0
I772;Rupture d'une artere;0
I773;Dysplasie fibromusculaire arterielle;0
I774;Syndrome de compression de l'artere coeliaque;0
I775;Necrose d'une artere;0
I776;Arterite  sans precision;0
I778;Autres atteintes precisees des arteres et arterioles;0
I779;Atteinte des arteres et arterioles  sans precision;0
I77X;Autres atteintes des arteres et arterioles;0
I780;Telangiectasie hemorragique hereditaire;0
I781;Naevus  non neoplasique;0
I788;Autres maladies des capillaires;0
I789;Maladie des capillaires  sans precision;0
I78X;Maladies des capillaires;0
I790;Anevrisme de l'aorte au cours de maladies classees ailleurs;0
I791;Aortite au cours de maladies classees ailleurs;0
I792;Angiopathie peripherique au cours de maladies classees aille;0
I798;Autres atteintes des arteres  arterioles et capillaires au c;0
I79X;Atteintes des arteres  arterioles et capillaires au cours de;0
I800;Phlebite et thrombophlebite des veines superficielles des me;0
I801;Phlebite et thrombophlebite de la veine femorale;0
I802;Phlebite et thrombophlebite d'autres vaisseaux profonds (des;0
I803;Phlebite et thrombophlebite des membres inferieurs  sans pre;0
I808;Phlebite et thrombophlebite d'autres localisations;0
I809;Phlebite et thrombophlebite de localisation non precisee;0
I80X;Phlebite et thrombophlebite;0
I81X;Thrombose de la veine porte;0
I820;Syndrome de Budd-Chiari;0
I821;Thrombophlebite migratrice;0
I822;Embolie et thrombose de la veine cave;0
I823;Embolie et thrombose de la veine renale;0
I828;Embolie et thrombose d'autres veines precisees;0
I829;Embolie et thrombose d'une veine non precisee;0
I82X;Autres embolies et thromboses veineuses;0
I830;Varices ulcerees (des membres inferieurs);0
I831;Varices des membres inferieurs  avec inflammation;0
I832;Varices des membres inferieurs  avec ulcere et inflammation;0
I839;Varices des membres inferieurs sans ulcere ou inflammation;0
I83X;Varices des membres inferieurs;0
I840;Hemorroides internes thrombosees;0
I841;Hemorroides internes avec autres complications;0
I842;Hemorroides internes  (sans complication);0
I843;Hemorroides externes thrombosees;0
I844;Hemorroides externes avec d'autres complications;0
I845;Hemorroides externes  (sans complication);0
I846;Cicatrices hemorroidaires cutanees residuelles;0
I847;Hemorroides thrombosees non precisees;0
I848;Hemorroides non precisees avec d'autres complications;0
I849;Hemorroides (sans complication)  sans precision;0
I84X;Hemorroides;0
I850;Varices oesophagiennes hemorragiques;0
I859;Varices oesophagiennes  (non hemorragiques);0
I85X;Varices oesophagiennes;0
I860;Varices sublinguales;0
I861;Varices scrotales;0
I862;Varices pelviennes;0
I863;Varices vulvaires;0
I864;Varices gastriques;0
I868;Varices d'autres localisations precisees;0
I86X;Varices d'autres localisations;0
I870;Syndrome post-phlebitique;0
C099;Tumeur maligne de l'amygdale  sans precision;0
C09X;Tumeur maligne de l'amygdale;0
C100;Tumeur maligne du sillon glosso-epiglottique;0
C101;Tumeur maligne de la face anterieure de l'epiglotte;0
C102;Tumeur maligne de la paroi laterale de l'oropharynx;0
C103;Tumeur maligne de la paroi posterieure de l'oropharynx;0
C104;Tumeur maligne de la fente branchiale;0
C108;Tumeur maligne a localisations contigues de l'oropharynx;0
C109;Tumeur maligne de l'oropharynx  sans precision;0
C10X;Tumeur maligne de l'oropharynx;0
C110;Tumeur maligne de la paroi superieure du rhinopharynx;0
C111;Tumeur maligne de la paroi posterieure du rhinopharynx;0
C112;Tumeur maligne de la paroi laterale du rhinopharynx;0
C113;Tumeur maligne de la paroi anterieure du rhinopharynx;0
C118;Tumeur maligne a localisations contigues de rhinopharynx;0
C119;Tumeur maligne du rhinopharynx  sans precision;0
C11X;Tumeur maligne du rhinopharynx;0
C12X;Tumeur maligne du sinus piriforme;0
C130;Tumeur maligne de la region retro-cricoidienne;0
C131;Tumeur maligne du repli ary-epiglottique  (versant hypophary;0
C132;Tumeur maligne de la paroi posterieure de l'hypopharynx;0
C138;Tumeur maligne a localisations contigues de l'hypopharynx;0
C139;Tumeur maligne de l'hypopharynx  sans precision;0
C13X;Tumeur maligne de l'hypopharynx;0
C140;Tumeur maligne du pharynx  sans precision;0
C141;Tumeur maligne du laryngopharynx;0
C142;Tumeur maligne de l'anneau de Waldeyer;0
C148;Tumeur maligne a localisations contigues de la levre  de la;0
C14X;Tumeur maligne de la levre  de la cavite buccale et du phary;0
C150;Tumeur maligne de l'oesophage cervical;0
C151;Tumeur maligne de l'oesophage thoracique;0
C152;Tumeur maligne de l'oesophage abdominal;0
C153;Tumeur maligne du tiers superieur de l'oesophage;0
C154;Tumeur maligne du tiers moyen de l'oesophage;0
C155;Tumeur maligne du tiers inferieur de l'oesophage;0
C158;Tumeur maligne a localisations contigues de l'oesophage;0
C159;Tumeur maligne de l'oesophage  sans precision;0
C15X;Tumeur maligne de l'oesophage;0
C160;Tumeur maligne du cardia;0
C161;Tumeur maligne du fundus;0
C162;Tumeur maligne du corps de l'estomac;0
C163;Tumeur maligne de l'antre pylorique;0
C164;Tumeur maligne du pylore;0
C165;Tumeur maligne de la petite courbure de l'estomac  sans prec;0
C166;Tumeur maligne de la grande courbure de l'estomac  sans prec;0
C168;Tumeur maligne a localisations contigues de l'estomac;0
C169;Tumeur maligne de l'estomac  sans precision;0
C16X;Tumeur maligne de l'estomac;0
C170;Tumeur maligne du duodenum;0
C171;Tumeur maligne du jejunum;0
C172;Tumeur maligne de l'ileon;0
C173;Tumeur maligne du diverticule de Meckel;0
C178;Tumeur maligne a localisations contigues de l'intestin grele;0
C179;Tumeur maligne de l'intestin grele  sans precision;0
C17X;Tumeur maligne de l'intestin grele;0
C180;Tumeur maligne du caecum;0
C181;Tumeur maligne de l'appendice;0
C182;Tumeur maligne du colon ascendant;0
C183;Tumeur maligne de l'angle droit du colon;0
C184;Tumeur maligne du colon transverse;0
C185;Tumeur maligne de l'angle gauche du colon;0
C186;Tumeur maligne du colon descendant;0
C187;Tumeur maligne du colon sigmoide;0
C188;Tumeur maligne a localisations contigues du colon;0
E140;Diabete sucre  sans precision  avec coma;0
E141;Diabete sucre  sans precision  avec acidocetose;0
E142;Diabete sucre  sans precision  avec complications renales;0
E143;Diabete sucre  sans precision  avec complications oculaires;0
E144;Diabete sucre  sans precision  avec complications neurologiq;0
E145;Diabete sucre  sans precision  avec complications vasculaire;0
E146;Diabete sucre  sans precision  avec autres complications pre;0
E147;Diabete sucre  sans precision  avec complications multiples;0
E148;Diabete sucre  sans precision  avec complications non precis;0
E149;Diabete sucre  sans precision  sans complication;0
E14X;Diabete sucre  sans precision;0
E15X;Coma hypoglycemique non diabetique;0
E160;Hypoglycemie medicamenteuse  sans coma;0
E161;Autres hypoglycemies;0
E162;Hypoglycemie  sans precision;0
E163;Hypersecretion de glucagon;0
E168;Autres anomalies precisees de la secretion pancreatique inte;0
E169;Anomalie de la regulation de la secretion pancreatique;0
E16X;Autres anomalies de la secretion pancreatique interne;0
E200;Hypoparathyroidie idiopathique;0
E201;Pseudohypoparathyroidie;0
E208;Autres hypoparathyroidies;0
E209;Hypoparathyroidie  sans precision;0
E20X;Hypoparathyroidie;0
E210;Hyperparathyroidie primaire;0
E211;Hyperparathyroidie secondaire  non classee ailleurs;0
E212;Autres hyperparathyroidies;0
E213;Hyperparathyroidie  sans precision;0
E214;Autres maladies precisees de la glande parathyroide;0
E215;Maladie de la glande parathyroide  sans precision;0
E21X;Hyperparathyroidie et autres maladies de la glande parathyro;0
E220;Acromegalie et gigantisme;0
E221;Hyperprolactinemie;0
E222;Syndrome de secretion anormale de l'hormone antidiuretique;0
E228;Autres hypersecretions de l'hypophyse;0
E229;Hypersecretion de l'hypophyse  sans precision;0
E22X;Hypersecretion de l'hypophyse;0
E230;Hypopituitarisme;0
E231;Hypopituitarisme medicamenteux;0
E232;Diabete insipide;0
E233;Anomalie hypothalamique  non classee ailleurs;0
E236;Autres anomalies de l'hypophyse;0
E237;Anomalie de l'hypophyse  sans precision;0
E23X;Hyposecretion et autres anomalies de l'hypophyse;0
E240;Maladie de Cushing hypophyso-dependante;0
E241;Syndrome de Nelson;0
E242;Syndrome de Cushing medicamenteux;0
E243;Syndrome de secretion ectopique d'ACTH;0
E244;Pseudosyndrome de Cushing du a l'alcool;0
E248;Autres syndromes de Cushing;0
E249;Syndrome de Cushing  sans precision;0
E24X;Syndrome de Cushing;0
E250;Anomalies genito-surrenaliennes congenitales liees a un defi;0
E258;Autres anomalies genito-surrenaliennes;0
E259;Anomalie genito-surrenalienne  sans precision;0
E25X;Anomalies genito-surrenaliennes;0
E260;Hyperaldosteronisme primaire;0
E261;Hyperaldosteronisme secondaire;0
E268;Autres hyperaldosteronismes;0
E269;Hyperaldosteronisme  sans precision;0
E26X;Hyperaldosteronisme;0
E270;Autres hyperfonctionnements corticosurrenaux;0
E271;Insuffisance corticosurrenale primaire;0
E272;Crise addisonienne;0
G574;Lesion du nerf sciatique poplite interne;0
G575;Syndrome du canal tarsien;0
G576;Lesion du nerf plantaire;0
G578;Autres mononevrites du membre inferieur;0
G579;Mononevrite du membre inferieur  sans precision;0
G57A;Genou : synd de compression du nerf sciatique poplité extern;0
G57B;Genou : synd de compression du nerf sciatique poplité extern;0
G57C;Affections périarticulaires provoquées par certains gestes e;0
G57D;Affections périarticulaires provoquées par certains gestes e;0
G57X;Mononevrite du membre inferieur;0
G580;Nevrite intercostale;0
G587;Mononevrite de sieges multiples;0
G588;Autres mononevrites precisees;0
G589;Mononevrite  sans precision;0
G58X;Autres mononevrites;0
G590;Mononevrite diabetique (E10-E14 avec le quatrieme chiffre .4;0
G598;Autres mononevrites au cours de maladies classees ailleurs;0
G59X;Mononevrite au cours de maladies classees ailleurs;0
G600;Neuropathie hereditaire motrice et sensorielle;0
G601;Maladie de Refsum;0
G602;Neuropathie associee a une ataxie hereditaire;0
G603;Neuropathie progressive idiopathique;0
G608;Autres neuropathies hereditaires et idiopathiques;0
G609;Neuropathie hereditaire et idiopathique  sans precision;0
G60X;Neuropathie hereditaire et idiopathique;0
G610;Syndrome de Guillain-Barre;0
G611;Neuropathie serique;0
G618;Autres polynevrites inflammatoires;0
G619;Polynevrite inflammatoire  sans precision;0
G61X;Polynevrites inflammatoires;0
G620;Polynevrite medicamenteuse;0
G621;Polynevrite alcoolique;0
G622;Polynevrite due a d'autres agents toxiques;0
G628;Autres polynevrites precisees;0
G629;Polynevrite  sans precision;0
G62X;Autres polynevrites;0
G630;Polynevrite au cours de maladies infectieuses et parasitaire;0
G631;Polynevrite au cours de maladies tumorales (C00-D48);0
G632;Polynevrite diabetique (E10-E14 avec le quatrieme chiffre .4;0
G633;Polynevrite au cours d'autres maladies endocriniennes et met;0
G634;Polynevrite par carence nutritionnelle (E40-E64);0
G635;Polynevrite au cours d'affections disseminees du tissu conjo;0
G636;Polynevrite au cours d'autres affections osteo-articulaires;0
G638;Polynevrite au cours d'autres maladies classees ailleurs;0
G63X;Polynevrite au cours de maladies classees ailleurs;0
G64X;Autres affections du systeme nerveux peripherique;0
G700;Myasthenie;0
G701;Affections neuro-musculaires toxiques;0
G702;Myasthenie congenitale au cours du developpement;0
G708;Autres affections neuro-musculaires precisees;0
G709;Affection neuro-musculaire  sans precision;0
G70X;Myasthenie et autres affections neuro-musculaires;0
G710;Dystrophie musculaire;0
G711;Affections myotoniques;0
G712;Myopathies congenitales;0
G713;Myopathie mitochondriale  non classee ailleurs;0
G718;Autres affections musculaires primitives;0
G719;Affection musculaire primitive  sans precision;0
G71X;Affections musculaires primitives;0
G720;Myopathie medicamenteuse;0
G721;Myopathie alcoolique;0
G722;Myopathie due a d'autres agents toxiques;0
G723;Paralysies periodiques;0
G724;Myopathie inflammatoire  non classee ailleurs;0
I871;Compression veineuse;0
I872;Insuffisance veineuse (chronique) (peripherique);0
I878;Autres atteintes veineuses precisees;0
I879;Atteinte veineuse  sans precision;0
I87X;Autres atteintes veineuses;0
I880;Lymphadenite mesenterique non specifique;0
I881;Lymphadenite chronique  sauf mesenterique;0
I888;Autres lymphadenites non specifiques;0
I889;Lymphadenite (non specifique)  sans precision;0
I88X;Lymphadenite non specifique;0
I890;Lymphoedeme  non classe ailleurs;0
I891;Lymphangite;0
I898;Autres atteintes non infectieuses precisees des vaisseaux et;0
I899;Atteinte non infectieuse des vaisseaux et des ganglions lymp;0
I89X;Autres atteintes non infectieuses des vaisseaux et des gangl;0
I950;Hypotension idiopathique;0
I951;Hypotension orthostatique;0
I952;Hypotension medicamenteuse;0
I958;Autres hypotensions;0
I959;Hypotension  sans precision;0
I95X;Hypotension;0
I970;Syndrome post-cardiotomie;0
I971;Autres troubles fonctionnels apres chirurgie cardiaque;0
I972;Lymphoedeme apres mastectomie;0
I978;Autres troubles de l'appareil circulatoire apres un acte a v;0
I979;Trouble de l'appareil circulatoire apres un acte a visee dia;0
I97X;Troubles de l'appareil circulatoire apres un acte a visee di;0
I980;Syphilis cardio-vasculaire;0
I981;Troubles cardio-vasculaires au cours d'autres maladies infec;0
I982;Varices oesophagiennes au cours de maladies classees ailleur;0
I988;Autres troubles precises de l'appareil circulatoire au cours;0
I98X;Autres troubles de l'appareil circulatoire au cours de malad;0
I99X;Troubles autres et non precises de l'appareil circulatoire;0
IIII;Valeur inconnue;1
J00X;Rhinopharyngite (aigue) (rhume banal);0
