CAM_PRS_IDE_COD;CAM_PRS_IDE_LIB
JDQJ002;Échographie transcutanée et échographie par voie rectale et/ou vaginale [par voie cavitaire] de la vessie
JDQJ001;Échographie de la vessie et de la prostate, par voie urétrale
JDQJ003;Échographie de la vessie et de la prostate, par voie rectale
JGQJ001;Échographie de la prostate et des vésicules séminales, par voie rectale
JHQM001;Échographie transcutanée unilatérale ou bilatérale du contenu des bourses
JHQM002;Échographie du pénis
ZCQM003;Échographie transcutanée du petit bassin [pelvis] féminin
ZCQJ003;Échographie du petit bassin [pelvis] féminin, par voie rectale et/ou vaginale [par voie cavitaire]
ZCQJ006;Échographie transcutanée avec échographie par voie rectale et/ou vaginale [par voie cavitaire] du petit bassin [pelvis] féminin
JKQJ001;Hystérosonographie
JAQM002;Échographie-doppler transcutanée unilatérale ou bilatérale du rein et de ses vaisseaux
ZCQJ002;Échographie-doppler du petit bassin [pelvis] féminin, par voie rectale et/ou vaginale [par voie cavitaire]
ZCQJ001;Échographie-doppler transcutanée et échographie-doppler par voie rectale et/ou vaginale [par voie cavitaire] du petit bassin [pelvis] féminin
JZQH002;Urographie intraveineuse sans urétrocystographie permictionnelle
JZQH003;Urographie intraveineuse avec urétrocystographie permictionnelle
JAQH003;Kystographie du rein, par voie transcutanée avec guidage échographique et/ou radiologique
JBQH003;Urétéropyélographie descendante, par une néphrostomie déjà en place
JBQH001;Urétéropyélographie descendante, par voie transcutanée avec guidage échographique et/ou radiologique
JBQH002;Urétéropyélographie rétrograde [UPR]
JDQH001;Urétrocystographie rétrograde
JDQH002;Urétrocystographie, par une cystostomie déjà en place
JDQH003;Urétrocystographie, par ponction transcutanée de la vessie
JGQH003;Déférentovésiculographie unilatérale ou bilatérale, par cathétérisme endoscopique des conduits éjaculateurs
JGQH004;Déférentovésiculographie, par ponction transcutanée du conduit déférent sans guidage
JGQH001;Déférentovésiculographie, par ponction transcutanée du conduit déférent avec guidage échographique
JHQH001;Cavernographie, par ponction transcutanée des corps caverneux du pénis
JKQH001;Hystérosalpingographie
JLQH002;Colpo-cysto-rectographie dynamique
JZQH001;Exploration radiologique des anomalies du sinus urogénital [Génitographie externe]
KGQL004;Mesure de la clairance radio-isotopique plasmatique
KGQL001;Mesure de la clairance radio-isotopique plasmatique et urinaire
JAQL001;Scintigraphie rénale glomérulaire ou tubulaire [Néphrographie isotopique] sans épreuve pharmacologique
JAQL005;Scintigraphie rénale glomérulaire ou tubulaire [Néphrographie isotopique] sans épreuve pharmacologique, avec scintigraphie antérograde de la vessie
JAQL003;Scintigraphie rénale glomérulaire ou tubulaire [Néphrographie isotopique] avec épreuve pharmacologique
JAQL007;Scintigraphie rénale glomérulaire ou tubulaire [Néphrographie isotopique] avec épreuve pharmacologique et réinjection de produit radio-isotopique
JAQL004;Scintigraphie rénale glomérulaire ou tubulaire avec mesure de la clairance radio-isotopique plasmatique
JAQL006;Scintigraphie rénale glomérulaire ou tubulaire avec mesure des clairances radio-isotopiques plasmatique et urinaire
JAQL002;Scintigraphie rénale corticale
JBQL001;Scintigraphie de l'élimination pyélo-urétérale
JDQL001;Scintigraphie de la vessie, par voie rétrograde
JHQL001;Scintigraphie unilatérale ou bilatérale du testicule et/ou scintigraphie du pénis
JVQP003;Étude du débit plasmatique rénal, avec recueil urinaire
JVQF006;Épreuve de filtration glomérulaire rénale par administration de substance exogène, sans recueil urinaire
JVQF002;Épreuve de filtration glomérulaire rénale par administration de substance exogène, avec recueil urinaire
JVQF003;Épreuve de filtration glomérulaire rénale par administration de substance exogène avec étude du débit plasmatique rénal, avec recueil urinaire
JVQF008;Épreuve de filtration glomérulaire rénale par administration de substance exogène, sans recueil urinaire, avec épreuve de stimulation
JVQF005;Épreuve de filtration glomérulaire rénale par administration de substance exogène, avec recueil urinaire, avec épreuve de stimulation
JVRP006;Épreuve de charge calcique
JVRP003;Épreuve de dilution de l'urine
JVRP001;Épreuve de concentration de l'urine avec test à la 1-désamino-8-D-arginine-vasopressine [dDAVP]
JVQF004;Étude de la sécrétion d'hormone antidiurétique [ADH] par perfusion de chlorure de sodium hypertonique
JVQP006;Étude de la capacité d'acidification de l'urine
JVQP001;Étude du transfert maximal [Tm] du bicarbonate et de la sécrétion distale de proton
JVQP005;Étude du transfert maximal [Tm] du glucose
JVQP008;Étude du système rénine-angiotensine-aldostérone en clinostatisme et en orthostatisme
JVQF010;Étude de la régulation du système rénine-angiotensine-aldostérone par administration d'agent pharmacologique non radio-isotopique ou perfusion de chlorure de sodium isotonique
JVQP007;Étude des transferts des électrolytes dans le tubule rénal et de leurs facteurs de régulation, sans administration de substance exogène
JVQP004;Étude des transferts des électrolytes dans le tubule rénal et de leurs facteurs de régulation, avec administration de substance exogène
JVRP005;Test à la déféroxamine
JZQD001;Étude urodynamique du haut appareil urinaire
JDQD009;Cystomanométrie par cathétérisme urétral, sans mesure des pressions intrarectales ou intravaginales
JDQD008;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales
JDQD003;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales et débitmétrie mictionnelle simultanée [Étude pression-débit urinaire]
JDQD006;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales et électromyographie du sphincter strié de l'urètre par électrode aiguille
JDQD004;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales, débitmétrie mictionnelle, électromyographie des muscles du périnée et étude des latences des réflexes sacraux
JDQD005;Cystomanométrie par cathétérisme urétral, avec mesure des pressions intrarectales ou intravaginales, débitmétrie mictionnelle, électromyographie des muscles du périnée, étude des latences des réflexes sacraux et des potentiels évoqués somesthésiques
JDQD001;Cystomanométrie par cathétérisme urétral, avec profilométrie urétrale
JDQD002;Cystomanométrie par cathétérisme urétral, avec profilométrie urétrale suivie de débitmétrie mictionnelle, avec électromyographie du sphincter strié de l'urètre par électrode aiguille
JDQF001;Cystomanométrie, par ponction transcutanée de la vessie
JDQF002;Cystomanométrie par ponction transcutanée de la vessie, avec profilométrie urétrale
JEQD001;Profilométrie urétrale
JEQD002;Sphinctérométrie par cathétérisme urétral
JRQP001;Débitmétrie mictionnelle
JRQD001;Débitmétrie mictionnelle, avec cystomanométrie et sphinctérométrie par cathétérisme urétral
JHQB001;Mesure de la rigidité du pénis avec injection de produit vasoactif
JHQP001;Mesure nocturne de la tumescence et de la rigidité du pénis
JHQB002;Mesure pression-débit, par ponction transcutanée des corps caverneux du pénis
JVQF007;Évaluation de la dose de dialyse péritonéale par prélèvement unique de sang et de dialysat
JVQF001;Évaluation de la dose de dialyse péritonéale par prélèvements multiples de sang et de dialysat
JVQP002;Mesure des clairances péritonéales par recueil de dialysat sur 24 heures
JVQP009;Mesure de la pression intrapéritonéale par le prolongateur du cathéter de dialyse péritonéale
JBQG002;Pyélocaliscopie, par voie transcutanée
JBQG001;Urétéro-pyélo-caliscopie, par voie transcutanée
JBQE001;Urétéro-pyélo-caliscopie rétrograde, par voie urétrale
JCQE003;Urétéroscopie rétrograde, par voie urétrale
JCQE001;Urétéroscopie par une urétérostomie cutanée directe
JCQE002;Urétéroscopie par une urétérostomie cutanée transintestinale non continente
JCQE004;Urétéroscopie par une urétérostomie cutanée transintestinale continente
JDQE001;Fibroscopie urétrovésicale
JDQE003;Urétrocystoscopie à l'endoscope rigide
JDQE002;Exploration endoscopique d'une néovessie intestinale
JHQP002;Péniscopie
JJQC001;Exploration antérograde unilatérale ou bilatérale de la trompe utérine [Salpingoscopie gynécologique], par colioscopie
JKQE002;Hystéroscopie
JKQE001;Hystéroscopie avec curetage de la cavité de l'utérus
JLQE002;Colposcopie
JLQE001;Vaginoscopie
JMQP001;Vulvoscopie
HPQC001;Exploration du petit bassin [pelvis] féminin, par pélycoscopie [culdoscopie] [colioscopie transvaginale]
JBHE001;Biopsie de la voie excrétrice supérieure, par endoscopie rétrograde
JDHE002;Biopsie de la vessie à la pince, par endoscopie
JDHE001;Biopsie de la vessie à l'anse coupante, par endoscopie
JDHE003;Biopsie randomisée de la vessie, par endoscopie
JEHE002;Biopsie de l'urètre à la pince, par endoscopie
JEHE001;Biopsie de l'urètre à l'anse coupante, par endoscopie
JAHJ002;Ponction de kyste du rein, par voie transcutanée avec guidage échographique
JAHH001;Ponction de kyste du rein, par voie transcutanée avec guidage radiologique
JAHJ005;Ponction des cavités du rein, par voie transcutanée avec guidage échographique
JAHJ004;Ponction des cavités du rein par voie transcutanée avec guidage échographique, avec enregistrement de la pression pyélique sous perfusion
JAHB001;Biopsie du rein, par voie transcutanée sans guidage
JAHJ006;Biopsie du rein sur une cible, par voie transcutanée avec guidage échographique
JAHJ007;Biopsie du rein sur plusieurs cibles, par voie transcutanée avec guidage échographique
JAHH002;Biopsie du rein, par voie jugulaire transcutanée avec guidage radiologique
JAHC001;Biopsie du rein, par colioscopie ou par rétropéritonéoscopie
JAHA001;Biopsie du rein, par abord direct
JCLE003;Pose d'une sonde urétérale à visée diagnostique, par endoscopie rétrograde
JEHD001;Frottis et/ou prélèvement urétral
JGHB001;Ponction-cytoaspiration de la prostate, par voie transrectale ou transpérinéale
JGHD001;Biopsie de la prostate, par voie transrectale avec guidage au doigt
JGHJ001;Biopsie de la prostate, par voie transrectale avec guidage échographique
JGHB002;Biopsie de la prostate, par voie transpérinéale avec guidage au doigt
JGHJ002;Biopsie de la prostate, par voie transpérinéale avec guidage échographique
JHCB001;Microponction du testicule, par voie transcutanée
JHHB002;Biopsie du testicule, par voie transcutanée
JHHA002;Biopsie unilatérale du testicule, par abord direct
JHHA003;Biopsie bilatérale du testicule, par abord direct
JHCF001;Microprélèvement de l'épididyme, par voie transcutanée
JHCA003;Microprélèvement de l'épididyme, par abord direct
JHHB001;Ponction des corps caverneux du pénis
JHHA001;Biopsie du pénis
JKGD003;Curetage de la cavité de l'utérus à visée diagnostique
JKHA001;Biopsie ou frottis de l'endomètre, sans hystéroscopie
JKHA002;Biopsie du col de l'utérus
JLHA001;Biopsie du vagin
JMHA001;Biopsie de la vulve
JKHD001;Prélèvement cervicovaginal
JFQC001;Exploration de l'espace rétropéritonéal et de son contenu, par rétropéritonéoscopie [Rétropéritonéoscopie exploratrice]
JFQA001;Exploration de l'espace rétropéritonéal et de son contenu, par lombotomie [Lombotomie exploratrice]
JHQA002;Exploration du contenu scrotal sans biopsie, par abord scrotal
JHQA003;Exploration du contenu scrotal avec biopsie, par abord scrotal
JHQA001;Exploration du contenu scrotal, par abord inguinal
JJPC002;Ovariotomie exploratrice, par colioscopie
JJPA002;Ovariotomie exploratrice, par laparotomie
JKQX347;Examen cytopathologique de prélèvement [frottis] du col de l'utérus pour dépistage individuel
JKQX261;Examen cytopathologique de prélèvement [frottis] du col de l'utérus pour dépistage organisé
JKQX027;Examen cytopathologique de contrôle de prélèvement [frottis] du col de l'utérus
JKQX147;Examen cytopathologique en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus pour dépistage individuel
JKQX015;Examen cytopathologique de contrôle en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus
JKQX426;Examen cytopathologique en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus pour dépistage organisé
JAQX006;Examen histopathologique de biopsie de rein avec coloration spéciale pour diagnostic d'affection non carcinologique
JDQX002;Examen histopathologique de fragments d'exérèse endoscopique de la vessie
