UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009413169;0;0;0;ALEXION  PHARMA FRANCE;29JAN2019:00:00:00;JO;05FEB2019:00:00:00;STRENSIQ 40MG/ML;INJ FL1ML 12;Voir JO du 29/01/2019 pour indications therapeutiques remboursables
0000009353846;0;0;0;SANOFI PASTEUR;27DEC2017:00:00:00;CNAMTS;26NOV2018:00:00:00;IMMUCYST 81 MG;poudre pour suspension intravesicale;Voir lettre derogatoire IMMUCYST du 27/12/2017
0000009440953;0;0;0;REDDY PHARMA SAS;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;DARUNAVIR RYP 150MG;CPR;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009440976;0;0;0;REDDY PHARMA SAS;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;DARUNAVIR RYP 400MG;CPR;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009440982;0;0;0;REDDY PHARMA SAS;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;DARUNAVIR RYP 600MG;CPR;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009438761;0;0;0;AMGEN SAS;25SEP2018:00:00:00;JO;01OCT2018:00:00:00;KANJINTI 150MG;PERF FL;Voir JO du 25/09/2018 pour indications therapeutiques remboursables
0000009438778;0;0;0;AMGEN SAS;25SEP2018:00:00:00;JO;01OCT2018:00:00:00;KANJINTI 420MG;PERF FL;VOIR JO DU 25/09/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009307562;0;0;0;ABBVIE;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;HUMIRA 40 MG;1 Stylo prerempli de 0,8 ml, solution injectable;Voir JO du 31/10/2018 pour les montants des tarifs unifies
0000009432416;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;CELSENTRI 20MG/ML;BUV FL230ML;
0000009440545;0;0;0;ASTRAZENECA;15NOV2018:00:00:00;CNAMTS;26NOV2018:00:00:00;IMFINZI 50MG/ML;PERF FL10ML;
0000009440551;0;0;0;ASTRAZENECA;15NOV2018:00:00:00;CNAMTS;26NOV2018:00:00:00;IMFINZI 50MG/ML;PERF FL 2,4ML;
0000009433798;0;0;0;TEVA SANTE;13JUN2018:00:00:00;JO;13JUN2018:00:00:00;ENTECAVIR TVC 0,5MG;CPR;
0000009433806;0;0;0;TEVA SANTE;13JUN2018:00:00:00;JO;13JUN2018:00:00:00;ENTECAVIR TVC 1MG;CPR;
0000009436242;0;0;0;ABBVIE;31OCT2018:00:00:00;JO;06NOV2018:00:00:00;HUMIRA 20MG;INJ SRG0,2ML +T;Voir JO du 13/06/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009436259;0;0;0;ABBVIE;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;HUMIRA 80MG;INJ SRG0,8ML +T;Voir JO du 13/06/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009436265;0;0;0;ABBVIE;31OCT2018:00:00:00;JO;05NOV2018:00:00:00;HUMIRA 80MG;INJ STY0,8ML +T;Voir JO du 13/06/2018 pour indications therapeutiques remboursables et du 31/10/2018 pour les montants des tarifs unifies
0000009439281;0;0;0;OCTAPHARMA FRANCE;20FEB2019:00:00:00;JO;21FEB2019:00:00:00;EQWILATE 1000U/1000U;FL+F10ML;Voir JO du 20/02/2019 pour indications therapeutiques remboursables
0000009439298;0;0;0;OCTAPHARMA FRANCE;20FEB2019:00:00:00;JO;21FEB2019:00:00:00;EQWILATE 500U/500U;FL+FL5ML;VOIR JO DU 20/02/2019 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009317276;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;CELSENTRI 150 MG;Comprime pellicule;Voir JO du 30/10/2018 pour indications therapeutiques remboursables
0000009317282;0;0;0;VIIV HEALTHCARE SAS;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;CELSENTRI 300 MG;Comprime pellicule;Voir JO du 30/10/2018 pour indications therapeutiques remboursables
0000009318873;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;NOVOSEVEN 1MG;INJ FL+FL;Voir JO du 31/10/2018 pour indications therapeutiques remboursables
0000009318896;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;NOVOSEVEN 2MG;INJ FL+FL;Voir JO du 31/10/2018 pour indications therapeutiques remboursables
0000009318904;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;NOVOSEVEN 5MG;INJ FL+FL;Voir JO du 31/10/2018 pour indications therapeutiques remboursables
0000009440999;0;0;0;REDDY PHARMA SAS;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;DARUNAVIR RYP 75MG;CPR;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009441007;0;0;0;REDDY PHARMA SAS;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;DARUNAVIR RYP 800MG;CPR;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009430564;0;0;0;BAYER HEALTHCARE;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;KOVALTRY 1000UI;FL+SRG5ML;VOIR JO DU 02/05/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009430587;0;0;0;BAYER HEALTHCARE;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;KOVALTRY 250UI;FL+SRG5ML;VOIR JO DU 02/05/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009430601;0;0;0;BAYER HEALTHCARE;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;KOVALTRY 500UI;FL+SRG5ML;VOIR JO DU 02/05/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009433829;0;0;0;MYLAN SAS;13APR2018:00:00:00;JO;16APR2018:00:00:00;CLOFARABINE MYL 1MG/ML;INJ FL;Voir JO du 13/04/2018 pour indications therapeutiques remboursables
0000009443762;0;0;0;MEDIPHA SANTE;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;CASPOFUNGINE AAN 50MG;PERF FL;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009443779;0;0;0;MEDIPHA SANTE;22JAN2019:00:00:00;JO;24JAN2019:00:00:00;CASPOFUNGINE AAN 70MG;PERF FL;Voir JO du 22/01/2019 pour indications therapeutiques remboursables
0000009435225;0;0;0;LFB-BIOMEDICAMENTS;25SEP2018:00:00:00;CNAMTS;25SEP2018:00:00:00;PROLASTIN -C 1G/20 ML;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE (ALPHA-1 ANTITRYPSINE HUMAINE);NOTE D'INFORMATION N  DGOS/PF2/DSS/1C/2018/63 du 8 mars 2018 relative a la prise en charge en sus des prestations d'hospitalisation, a titre derogatoire et transitoire, de la specialite PROLASTIN -C 1g/20 mL poudre et solvant pour solution injectable (alpha-1 antitrypsine humaine) importee par le laboratoire LFB BIOMEDICAMENTS
0000009387360;0;0;0;GLAXOSMITHKLINE;23SEP2015:00:00:00;JO;28SEP2015:00:00:00;NIMENRIX;vaccin meningococcique conjugue des groupes A, C, W135 et Y, poudre et solvant pour solution injectable;Voir JO du 14/01/2015 pour indication therapeutique remboursable.
0000009384077;0;0;0;NOVO NORDISK PHARMACEUTIQUE SA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;NOVOSEVEN 8MG;INJ FL+FL;Voir JO du 31/10/2018 pour indications therapeutiques remboursables
0000009398211;0;0;0;GILEAD SCIENCES;10NOV2018:00:00:00;JO;12NOV2018:00:00:00;SOVALDI 400 MG;CPR PELLIC;Voir JO du 01/04/2017 et du 11/07/2018 pour indications therapeutiques remboursables: extensions d'indications
0000009298113;0;0;0;CELGENE S.A.S;20FEB2018:00:00:00;JO;26FEB2018:00:00:00;REVLIMID 10 MG;gelule;Voir JO du 19/10/17 pour indications therapeutiques remboursables : extensions d indication.
0000009298136;0;0;0;CELGENE S.A.S;20FEB2018:00:00:00;JO;26FEB2018:00:00:00;REVLIMID 15 MG;gelule;Voir JO du 19/10/17 pour indications therapeutiques remboursables : extensions d indication.
0000009298142;0;0;0;CELGENE S.A.S;20FEB2018:00:00:00;JO;26FEB2018:00:00:00;REVLIMID 25 MG;gelule;Voir JO du 19/10/17 pour indications therapeutiques remboursables : extensions d indication.
0000009298159;0;0;0;CELGENE S.A.S;20FEB2018:00:00:00;JO;26FEB2018:00:00:00;REVLIMID 5 MG;gelule;Voir JO du 19/10/17 pour indications therapeutiques remboursables : extensions d indication.
0000009320077;0;0;0;ACCORD HEALTHCARE LTD;27MAY2010:00:00:00;JO;28MAY2010:00:00:00;CARBOPLATINE INTAS 10 MG/ML;Solution pour perfusion en flacon de 5 ml;
0000009321036;0;0;0;ACTAVIS FRANCE;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN ACTAVIS 20 MG/ML;Solution a diluer pour perfusion en flacon de 2 ml;
0000009321042;0;0;0;ACTAVIS FRANCE;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN ACTAVIS 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009322231;0;0;0;TEVA SANTE;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;GEMCITABINE RATIOPHARM 1 G;Poudre pour solution pour perfusion en flacon de 50 ml;
0000009312600;0;0;0;MYLAN SAS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE MYLAN 10 MG/ML;Solution a diluer pour perfusion en flacon de 1 ml;
0000009312646;0;0;0;RATIOPHARM;02MAY2017:00:00:00;JO;05MAY2017:00:00:00;OXALIPLATINE RATIOPHARM 5 MG/ML;Poudre pour solution pour perfusion en flacon de 150 mg;
0000009312669;0;0;0;CSL BEHRING GMBH;20FEB2018:00:00:00;JO;27FEB2018:00:00:00;PRIVIGEN 100 MG/ML;Solution pour perfusion en flacon de 200 ml;
0000009312675;0;0;0;CSL BEHRING GMBH;20FEB2018:00:00:00;JO;27FEB2018:00:00:00;PRIVIGEN 100 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009312698;0;0;0;MYLAN SAS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FLUDARABINE MYLAN 25 MG/ML;Poudre pour solution injectable ou perfusion en flacon;
0000009312793;0;0;0;HOSPIRA FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.HPI 5MG/ML 10ML+0;Solution a diluer pour perfusion en flacon ONCO-TAIN de 10 ml;
0000009319022;0;0;0;SANDOZ;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EBEWE 6 MG/ML;Solution a diluer pour perfusion en flacon de 100 ml;
0000009319714;0;0;0;ACTAVIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE ACTAVIS 2 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009319720;0;0;0;ACTAVIS FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN. ACT 5MG/ML 100MG;poudre pour solution pour perfusion, flacon de 100 mg;
0000009320054;0;0;0;ACCORD HEALTHCARE LTD;27MAY2010:00:00:00;JO;28MAY2010:00:00:00;CARBOPLATINE INTAS 10 MG/ML;Solution pour perfusion en flacon de 15 ml;
0000009320060;0;0;0;ACCORD HEALTHCARE LTD;27MAY2010:00:00:00;JO;28MAY2010:00:00:00;CARBOPLATINE INTAS 10 MG/ML;Solution pour perfusion en flacon de 45 ml;
0000009323791;0;0;0;ACTAVIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE ACTAVIS 10 MG/ML;Solution a diluer pour perfusion en flacon de 1 ml;
0000009323816;0;0;0;ACTAVIS FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE ACTAVIS 10 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009324046;0;0;0;CSL BEHRING;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;CONFIDEX 250 UI;poudre et solvant pour solution injectable;
0000009324230;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;29DEC2016:00:00:00;GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML;en flacon de 10 ml, poudre pour solution pour perfusion;
0000009324247;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;29DEC2016:00:00:00;GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML;en flacon de 50 ml, poudre pour solution pour perfusion;
0000009324276;0;0;0;TEVA CLASSICS;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN TEVA 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009325212;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE SANDOZ 1 G;Poudre pour solution pour perfusion en flacon;
0000009325229;0;0;0;SANDOZ;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE SANDOZ 200 MG;Poudre pour solution pour perfusion en flacon;
0000009325755;0;0;0;ACTAVIS FRANCE;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE ACTAVIS 38 MG/ML;Poudre pour solution pour perfusion en flacon de 1 000 mg;
0000009337936;0;0;0;TEVA SANTE;12JAN2010:00:00:00;JO;13JAN2010:00:00:00;EPIRUBICINE TEVA CLASSICS 2 MG/ML;Solution injectable ou pour perfusion en flacon de 100 ml;
0000009348006;0;0;0;ACCORD HEALTHCARE LTD;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN INTAS PHARMACEUTICALS 20 MG/ML;Flacon de 25 ml, solution a diluer pour perfusion;
0000009348466;0;0;0;TEVA SANTE;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;TEMOZOLOMIDE TEVA 5 MG;Gelule;
0000009350351;0;0;0;SANDOZ;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;TEMOZOLOMIDE SANDOZ 20 MG;Gelule;
0000009296203;0;0;0;MYLAN SAS;20NOV2009:00:00:00;JO;30DEC2009:00:00:00;FLUCONAZOLE MYLAN PHARMA 2 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009296835;0;0;0;EG LABO LABORATOIRES EUROGENER;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EG 6 MG/ML;solution a diluer pour perfusion en flacon de 25 ml;
0000009296858;0;0;0;EG LABO LABORATOIRES EUROGENER;25NOV2016:00:00:00;JO;29NOV2016:00:00:00;PACLITAXEL EG 6 MG/ML;solution a diluer pour perfusion en flacon de 50 ml;
0000009297036;0;0;0;CSL BEHRING GMBH;28FEB2018:00:00:00;JO;07MAR2018:00:00:00;VIVAGLOBIN 160 MG/ML;1 Flacon de 3 ml, solution injectable;
0000009297042;0;0;0;CSL BEHRING GMBH;28FEB2018:00:00:00;JO;07MAR2018:00:00:00;VIVAGLOBIN 160 MG/ML;1 Flacon de 20 ml, solution injectable;
0000009297094;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE TEVA 10 MG/ML;Solution injectable en flacon de 1 ml;
0000009297102;0;0;0;TEVA CLASSICS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE TEVA 10 MG/ML;Solution injectable en flacon de 5 ml;
0000009297208;0;0;0;PANPHARMA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;FLUCONAZOLE PANPHARMA 2 mg/ml;solution pour perfusion en flacon de 200 ml;
0000009297214;0;0;0;PANPHARMA;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;FLUCONAZOLE PANPHARMA 2 mg/ml;solution pour perfusion en flacon de 50 ml;
0000009297349;0;0;0;MERCK GENERIQUES;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.MYL 5MG/ML 100MG;poudre pour solution pour perfusion en flacon de 100 mg;
0000009298277;0;0;0;HOSPIRA FRANCE;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;VINORELBINE HOSPIRA 10 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009298610;0;0;0;ROCHE;22NOV2012:00:00:00;JO;22NOV2012:00:00:00;COPEGUS 400 mg;comprime pellicule;
0000009311658;0;0;0;ORPHAN EUROPE SARL;18FEB2016:00:00:00;JO;23FEB2016:00:00:00;VEDROP 50 MG/ML;Flacon de 20 ml, solution buvable;
0000009312907;0;0;0;BRISTOL-MYERS SQUIBB;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;REYATAZ 30 MG;gelule;
0000009326022;9250566;0;0;PFIZER;04MAY2017:00:00:00;JO;09MAY2017:00:00:00;REFACTO AF 2 000 UI;Poudre et solvant pour solution injectable;
0000009326252;0;0;0;MYLAN SAS;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN MYLAN 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009328067;0;0;0;JANSSEN-CILAG;30NOV2018:00:00:00;JO;30NOV2018:00:00:00;PREZISTA 600 MG;Comprime pellicule;
0000009328481;0;0;0;MYLAN SAS;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;EPIRUBICINE MYLAN 2 MG/ML;Solution pour perfusion en flacon de 50 ml;
0000009330213;0;0;0;TEVA SANTE;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN TEVA SANTE 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009330265;0;0;0;MSD FRANCE;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;TEMODAL 140 MG;gelule;
0000009330271;0;0;0;MSD FRANCE;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;TEMODAL 180 MG;gelule;
0000009331885;0;0;0;ROCHE;14APR2017:00:00:00;JO;19APR2017:00:00:00;ROACTEMRA 20 MG/ML;Solution a diluer pour perfusion en flacon de 20 ml;
0000009334820;0;0;0;ACCORD HEALTHCARE LTD;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN INTAS PHARMACEUTICALS 20 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009334872;0;0;0;ACCORD HEALTHCARE LTD;27MAY2010:00:00:00;JO;28MAY2010:00:00:00;FLUOROURACILE INTAS 50 MG/ML;Solution pour perfusion en flacon de 100 ml;
0000009335498;0;0;0;HOSPIRA FRANCE;19JUN2013:00:00:00;JO;20JUN2013:00:00:00;CEFOXITINE HOSPIRA 1 G;poudre pour solution injectable (IV);
0000009337942;0;0;0;TEVA SANTE;12JAN2010:00:00:00;JO;13JAN2010:00:00:00;EPIRUBICINE TEVA CLASSICS 2 MG/ML;Solution injectable ou pour perfusion en flacon de 25 ml;
0000009316035;0;0;0;GLAXOSMITHKLINE;18DEC2018:00:00:00;JO;19DEC2018:00:00:00;VOLIBRIS 10 MG;Comprime pellicule;Voir JO du 01/02/2018 pour indication therapeutique remboursable : extension d'indication
0000009407772;0;0;0;CHIESI SAS;30OCT2018:00:00:00;JO;31OCT2018:00:00:00;PROCYSBI 25MG;GELU;VOIR JO DU 29/12/2017 et 30/10/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009407789;0;0;0;CHIESI SAS;30OCT2018:00:00:00;JO;31OCT2018:00:00:00;PROCYSBI 75MG;GELU;VOIR JO DU 29/12/2017 et 30/10/2018 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009413442;0;0;0;NOVARTIS EUROPHARM;08APR2016:00:00:00;CNAMTS;24MAY2016:00:00:00;FARYDAK 20 MG;gelule;
0000009125163;0;0;0;SANOFI AVENTIS FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TARGOCID 200 mg;lyophilisat et solution pour usage parenteral IV-IM;
0000009125186;0;0;0;SANOFI AVENTIS FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TARGOCID 400 mg;lyophilisat et solution pour usage parenteral IV-IM;
0000009136876;0;0;0;AVENTIS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATYL 50 mg;solution injectable en flacon;
0000009137172;0;0;0;PIERRE FABRE MEDICAMENT;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;NAVELBINE 10 mg/1 ml;solution injectable en flacon;
0000009137551;0;0;0;FERRING SAS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;MINIRIN 4 mg/ml;solution injectable en ampoule;
0000009143793;0;0;0;JANSSEN-CILAG SA;06APR2011:00:00:00;JO;21APR2011:00:00:00;PREPULSID ENFANTS ET NOURRISSONS 1 mg/ml (cisapride);suspension buvable en flacon de 100 ml;
0000009144338;0;0;0;PFIZER PFE FRANCE;13NOV2018:00:00:00;JO;21NOV2018:00:00:00;TRIFLUCAN 2 mg/ml;solution pour perfusion en flacon de 50 ml;
0000009145332;0;0;0;PFIZER;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FARMORUBICINE 10 mg;lyophilisat pour usage parenteral;
0000009145349;0;0;0;PFIZER;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FARMORUBICINE 10 mg/5 ml;solution injectable pour perfusion en flacon verre;
0000009145361;0;0;0;PFIZER;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FARMORUBICINE 50 mg;lyophilisat pour usage parenteral;
0000009145378;0;0;0;PFIZER;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FARMORUBICINE 50 mg/25 ml;solution injectable pour perfusion en flacon verre;
0000009145444;0;0;0;DAKOTA PHARM;11AUG2009:00:00:00;JO;30DEC2009:00:00:00;CHLORHYDRATE DE DOXORUBICINE DAKOTA PHARM 10 MG;lyophilisat pour usage parenteral en flacon;
0000009149063;0;0;0;DAKOTA PHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE DAKOTA PHARM 10 mg;lyophilisat pour usage parenteral en flacon;
0000009149086;0;0;0;SANOFI AVENTIS FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE DAKOTA PHARM 10 mg/20 ml;solution injectable pour perfusion en flacon;
0000009149092;0;0;0;DAKOTA PHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE DAKOTA PHARM 25 mg;lyophilisat pour usage parenteral en flacon;
0000009149117;0;0;0;DAKOTA PHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE DAKOTA PHARM 50 mg;lyophilisat pour usage parenteral en flacon;
0000009149123;0;0;0;SANOFI AVENTIS FRANCE;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATINE DAKOTA PHARM 50 mg/100 ml;solution injectable pour perfusion en flacon;
0000009149838;0;0;0;LEO FRANCE SA;29APR2009:00:00:00;JO;30DEC2009:00:00:00;UN-ALFA 2 microgrammes/1 ml;solution injectable IV en ampoule;
0000009153395;0;0;0;PFIZER;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;ZAVEDOS 10 mg;lyophilisat pour usage parenteral (IV) en flacon;
0000009153403;0;0;0;PFIZER;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;ZAVEDOS 5 mg;lyophilisat pour usage parenteral (IV) en flacon;
0000009153691;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIDEX 100 mg;comprime a croquer ou dispersible;
0000009153722;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIDEX 25 mg;comprime a croquer ou dispersible;
0000009153739;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;VIDEX 50 mg;comprime a croquer ou dispersible;
0000009153857;0;0;0;PFIZER;19FEB2010:00:00:00;JO;19FEB2010:00:00:00;FARMORUBICINE 150 mg;lyophilisat pour usage parenteral;
0000009156086;0;0;0;BAXTER SAS;26OCT2010:00:00:00;JO;27OCT2010:00:00:00;CELLTOP 100 mg/5 ml;solution injectable pour perfusion;
0000009157849;0;0;0;PFIZER;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;ADRIBLASTINE 10 mg;lyophilisat pour usage parenteral (perfusion) en flacon;
0000009157855;0;0;0;PFIZER;19JUN2009:00:00:00;JO;30DEC2009:00:00:00;ADRIBLASTINE 50 mg;lyophilisat pour usage parenteral (perfusion) en flacon;
0000009160509;0;0;0;PFIZER PFE FRANCE;12OCT2018:00:00:00;JO;15OCT2018:00:00:00;NIPENT 10MG;INJ FL;
0000009166883;0;0;0;NOVARTIS PHARMA SAS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;LAMPRENE 100 mg;capsule molle;
0000009166914;0;0;0;HRA PHARMA;26JUN2012:00:00:00;JO;28JUN2012:00:00:00;METOPIRONE 250 mg;capsule;
0000009167411;0;0;0;GENOPHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;THIOTEPA GENOPHARM 15 mg;lyophilisat pour usage parenteral;
0000009177579;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ZERIT 15 mg;gelule;
0000009177585;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ZERIT 20 mg;gelule;
0000009177591;0;0;0;BRISTOL MYERS SQUIBB;29APR2009:00:00:00;JO;30DEC2009:00:00:00;ZERIT 30 mg;gelule;
0000009178099;0;0;0;AVENTIS;28FEB2012:00:00:00;JO;28FEB2012:00:00:00;TAXOTERE 80 mg;solution a diluer et solvant pour perfusion;
0000009179213;0;0;0;AVENTIS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATYL 10 mg/10 ml;solution injectable pour perfusion (I.V.) en flacon;
0000009179242;0;0;0;AVENTIS;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CISPLATYL 50 mg/50 ml;solution injectable pour perfusion (I.V.) en flacon;
0000009179650;0;0;0;BAXTER;14DEC2018:00:00:00;JO;14DEC2018:00:00:00;FEIBA 1 000 U;INJ FL+FL+NEC;
0000009179667;0;0;0;SHIRE FRANCE;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;FEIBA 500 U/20 ML;INJ FL+FL+NEC;
0000009180096;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TALOXA 600 mg;comprime;
0000009180104;0;0;0;SCHERING-PLOUGH;29APR2009:00:00:00;JO;30DEC2009:00:00:00;TALOXA 600 mg/5 ml;suspension buvable en flacon verre de 230 ml;
0000009180819;0;0;0;MERCK SHARP & DOHME-CHIBRET;29APR2009:00:00:00;JO;30DEC2009:00:00:00;CRIXIVAN 400 mg;gelule;
0000009181670;0;0;0;CSL BEHRING SA;17MAR2017:00:00:00;JO;20MAR2017:00:00:00;MONONINE 1 000 UI/10 ml;poudre et solvant pour solution injectable.;
0000009181687;0;0;0;CSL BEHRING SA;17MAR2017:00:00:00;JO;20MAR2017:00:00:00;MONONINE 500 UI/5 ml;poudre et solvant pour solution injectable.;
0000009181753;0;0;0;NOVO NORDISK PHARMACEUTIQUE;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;NOVOSEVEN 120 KUI;poudre et solvant pour solution injectable;
0000009181776;0;0;0;NOVO NORDISK PHARMACEUTIQUE;29NOV2011:00:00:00;JO;02DEC2011:00:00:00;NOVOSEVEN 240 KUI;poudre et solvant pour solution injectable;
