CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
N143;NEPHROPATHIE DUE A DES METAUX LOURDS;Néphropathie due à des métaux lourds;;;;;0
N144;NEPHROPATHIE TOXIQUE, NCA;Néphropathie toxique, non classée ailleurs;;;;;0
N15;MAL. RENALES TUBULO-INTERST., NCA;Autres maladies rénales tubulo-interstitielles;;;;;0
N150;NEPHROPATHIE DES BALKANS;Néphropathie des Balkans;;;;;0
N151;ABCES RENAL ET PERIRENAL;Abcès rénal et périrénal;;;;;0
N158;MAL. RENALES TUBULO-INTERST. PREC., NCA;Autres maladies rénales tubulo-interstitielles précisées;;;;;0
N159;MAL. RENALE TUBULO-INTERST., SAI;Maladie rénale tubulo-interstitielle, sans précision;;;;;0
N16;MAL. RENALES TUBULO-INTERST. AVEC MAL. CL. AILL.;Maladies rénales tubulo-interstitielles au cours de maladies classées ailleurs;;;;;0
N160;MAL. RENALE TUBULO-INTERST. AVEC MAL. INFECT. ET PARASIT. CL. AILL.;Maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs;;;;;0
N161;MAL. RENALE TUBULO-INTERST. AVEC MAL. TUMORALES;Maladie rénale tubulo-interstitielle au cours de maladies tumorales;;;;;0
N162;MAL. REN. TUBULO-INTERST. AVEC MAL. DU SANG ET Tbl. DU SYST. IMMUN.;Maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire;;;;;0
N163;MAL. RENALE TUBULO-INTERST. AVEC MAL. METAB.;Maladie rénale tubulo-interstitielle au cours de maladies métaboliques;;;;;0
N164;MAL. RENALE TUBULO-INTERST. AVEC AFF. DISSEMINEES DU TISSU CONJ.;Maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif;;;;;0
N165;MAL. RENALE TUBULO-INTERST. AVEC UN REJET DE GREFFE;Maladie rénale tubulo-interstitielle au cours d'un rejet de greffe (T86.-);;;;;0
N168;MAL. RENALE TUBULO-INTERST. AVEC AUTRES MAL. CL. AILL.;Maladie rénale tubulo-interstitielle au cours d'autres maladies classées ailleurs;;;;;0
N17;INSUF. RENALE AIG.;Insuffisance rénale aiguë;;;;;0
N170;INSUF. RENALE AIG. AVEC NECROSE TUBUL.;Insuffisance rénale aiguë avec nécrose tubulaire;;;;;0
N171;INSUF. RENALE AIG. AVEC NECROSE CORTICALE AIG.;Insuffisance rénale aiguë avec nécrose corticale aiguë;;;;;0
N172;INSUF. RENALE AIG. AVEC NECROSE MEDULLAIRE;Insuffisance rénale aiguë avec nécrose médullaire;;;;;0
N178;INSUF. RENALES AIG., NCA;Autres insuffisances rénales aiguës;;;;;0
N179;INSUF. RENALE AIG., SAI;Insuffisance rénale aiguë, sans précision;;;;;0
N18;MALADIE RENALE CHRONIQUE;Maladie renale chronique;01JAN2010:00:00:00;OMS;Modification libellé;INSUF. RENALE CHRON.;0
N180;INSUF. RENALE TERMINALE;Insuffisance rénale terminale;;;;;0
N181;MALADIE RÉNALE CHRONIQUE, STADE 1;Maladie rénale chronique, stade 1;01JAN2010:00:00:00;OMS;Création souscatégorie;;0
N182;MALADIE RÉNALE CHRONIQUE, STADE 2;Maladie rénale chronique, stade 2;01JAN2010:00:00:00;OMS;Création souscatégorie;;0
N183;MALADIE RÉNALE CHRONIQUE, STADE 3;Maladie rénale chronique, stade 3;01JAN2010:00:00:00;OMS;Création souscatégorie;;0
N184;MALADIE RÉNALE CHRONIQUE, STADE 4;Maladie rénale chronique, stade 4;01JAN2010:00:00:00;OMS;Création souscatégorie;;0
N185;MALADIE RÉNALE CHRONIQUE, STADE 5;Maladie rénale chronique, stade 5;01JAN2010:00:00:00;OMS;Création souscatégorie;;0
N188;INSUF. RENALES CHRON., NCA;Autres insuffisances rénales chroniques;;;;;0
N189;MALADIE RÉNALE CHRONIQUE, SANS PRÉCISION;Maladie rénale chronique, sans précision;01JAN2010:00:00:00;OMS;Modification libellé;INSUF. RENALE CHRON., SAI;0
N19;DÉFAILLANCE DU REIN, SANS PRÉCISION;Défaillance du rein, sans précision;01JAN2011:00:00:00;OMS;Modification libellé;INSUF. RENALE, SAI;0
N20;CALCUL DU REIN ET DE L'URETERE;Calcul du rein et de l'uretère;;;;;0
N200;CALCUL DU REIN;Calcul du rein;;;;;0
N201;CALCUL DE L'URETERE;Calcul de l'uretère;;;;;0
N202;CALCUL DU REIN AVEC CALCUL DE L'URETERE;Calcul du rein avec calcul de l'uretère;;;;;0
N209;CALCUL URIN., SAI;Calcul urinaire, sans précision;;;;;0
N21;CALCUL DES VOIES URIN. INF.;Calcul des voies urinaires inférieures;;;;;0
N210;CALCUL DE LA VESSIE;Calcul de la vessie;;;;;0
N211;CALCUL DE L'URETRE;Calcul de l'urètre;;;;;0
N218;CALCULS DES VOIES URIN. INF., NCA;Autres calculs des voies urinaires inférieures;;;;;0
N219;CALCUL DES VOIES URIN. INF., SAI;Calcul des voies urinaires inférieures, sans précision;;;;;0
N22;CALCUL DES VOIES URIN. AVEC MAL. CL. AILL.;Calcul des voies urinaires au cours de maladies classées ailleurs;;;;;0
N220;CALCUL URIN. AVEC SCHISTOSOMIASE;Calcul urinaire au cours de schistosomiase [bilharziose] (B65.-);;;;;0
N228;CALCUL DES VOIES URIN. AVEC AUTRES MAL. CL. AILL.;Calcul des voies urinaires au cours d'autres maladies classées ailleurs;;;;;0
N23;COLIQUE NEPHRETIQUE, SAI;Colique néphrétique, sans précision;;;;;0
N25;AFF. DUES A UNE TUBULOPATHIE;Affections dues à une tubulopathie;;;;;0
N250;OSTEODYSTROPHIE RENALE;Ostéodystrophie rénale;;;;;0
N251;DIABETE INSIPIDE NEPHROGENIQUE;Diabète insipide néphrogénique;;;;;0
M6135;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - BASSIN, CUISSE;Calcification et ossification de muscles associées à des brûlures - Région pelvienne et cuisse;;;;;0
M6136;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - JAMBE;Calcification et ossification de muscles associées à des brûlures - Jambe;;;;;0
M6137;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - CHEV., PIED;Calcification et ossification de muscles associées à des brûlures - Cheville et pied;;;;;0
M6138;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - AUTRES LOC.;Calcification et ossification de muscles associées à des brûlures - Autres localisations;;;;;0
M6139;CALCIF. ET OSSIF. DE MUSCLES ASS. A DES BRULURES - LOC. SAI;Calcification et ossification de muscles associées à des brûlures - Siège non précisé;;;;;0
M614;CALCIFICATIONS DE MUSCLES, NCA;Autres calcifications de muscles;;;;;0
M6140;CALCIFICATIONS DE MUSCLES, NCA - SIEGES MULT.;Autres calcifications de muscles - Sièges multiples;;;;;0
M6141;CALCIFICATIONS DE MUSCLES, NCA - EPAULE;Autres calcifications de muscles - Région scapulaire;;;;;0
M6142;CALCIFICATIONS DE MUSCLES, NCA - BRAS;Autres calcifications de muscles - Bras;;;;;0
M6143;CALCIFICATIONS DE MUSCLES, NCA - AVANT-BRAS;Autres calcifications de muscles - Avant-bras;;;;;0
M6144;CALCIFICATIONS DE MUSCLES, NCA - MAIN;Autres calcifications de muscles - Main;;;;;0
M6145;CALCIFICATIONS DE MUSCLES, NCA - BASSIN, CUISSE;Autres calcifications de muscles - Région pelvienne et cuisse;;;;;0
M6146;CALCIFICATIONS DE MUSCLES, NCA - JAMBE;Autres calcifications de muscles - Jambe;;;;;0
M6147;CALCIFICATIONS DE MUSCLES, NCA - CHEV., PIED;Autres calcifications de muscles - Cheville et pied;;;;;0
M6148;CALCIFICATIONS DE MUSCLES, NCA - AUTRES LOC.;Autres calcifications de muscles - Autres localisations;;;;;0
M6149;CALCIFICATIONS DE MUSCLES, NCA - LOC. SAI;Autres calcifications de muscles - Siège non précisé;;;;;0
M615;OSSIFICATIONS DE MUSCLES, NCA;Autres ossifications de muscles;;;;;0
M6150;OSSIFICATIONS DE MUSCLES, NCA - SIEGES MULT.;Autres ossifications de muscles - Sièges multiples;;;;;0
M6151;OSSIFICATIONS DE MUSCLES, NCA - EPAULE;Autres ossifications de muscles - Région scapulaire;;;;;0
M6152;OSSIFICATIONS DE MUSCLES, NCA - BRAS;Autres ossifications de muscles - Bras;;;;;0
M6153;OSSIFICATIONS DE MUSCLES, NCA - AVANT-BRAS;Autres ossifications de muscles - Avant-bras;;;;;0
M6154;OSSIFICATIONS DE MUSCLES, NCA - MAIN;Autres ossifications de muscles - Main;;;;;0
M6155;OSSIFICATIONS DE MUSCLES, NCA - BASSIN, CUISSE;Autres ossifications de muscles - Région pelvienne et cuisse;;;;;0
M6156;OSSIFICATIONS DE MUSCLES, NCA - JAMBE;Autres ossifications de muscles - Jambe;;;;;0
M6157;OSSIFICATIONS DE MUSCLES, NCA - CHEV., PIED;Autres ossifications de muscles - Cheville et pied;;;;;0
M6158;OSSIFICATIONS DE MUSCLES, NCA - AUTRES LOC.;Autres ossifications de muscles - Autres localisations;;;;;0
M6159;OSSIFICATIONS DE MUSCLES, NCA - LOC. SAI;Autres ossifications de muscles - Siège non précisé;;;;;0
M619;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI;Calcification et ossification de muscles, sans précision;;;;;0
M6190;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - SIEGES MULT.;Calcification et ossification de muscles, sans précision - Sièges multiples;;;;;0
M6191;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - EPAULE;Calcification et ossification de muscles, sans précision - Région scapulaire;;;;;0
M6192;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - BRAS;Calcification et ossification de muscles, sans précision - Bras;;;;;0
M6193;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - AVANT-BRAS;Calcification et ossification de muscles, sans précision - Avant-bras;;;;;0
M6194;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - MAIN;Calcification et ossification de muscles, sans précision - Main;;;;;0
M6195;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - BASSIN, CUISSE;Calcification et ossification de muscles, sans précision - Région pelvienne et cuisse;;;;;0
M6196;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - JAMBE;Calcification et ossification de muscles, sans précision - Jambe;;;;;0
M6197;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - CHEV., PIED;Calcification et ossification de muscles, sans précision - Cheville et pied;;;;;0
M6198;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - AUTRES LOC.;Calcification et ossification de muscles, sans précision - Autres localisations;;;;;0
M6199;CALCIFICATION ET OSSIFICATION DE MUSCLES, SAI - LOC. SAI;Calcification et ossification de muscles, sans précision - Siège non précisé;;;;;0
M62;ATTEINTES MUSC., NCA;Autres atteintes musculaires;;;;;0
M620;DIASTASIS MUSC.;Diastasis musculaire (n'entraînant pas de hernie);;;;;0
M6200;DIASTASIS MUSC. - SIEGES MULT.;Diastasis musculaire (n'entraînant pas de hernie) - Sièges multiples;;;;;0
M6201;DIASTASIS MUSC. - EPAULE;Diastasis musculaire (n'entraînant pas de hernie) - Région scapulaire;;;;;0
M6202;DIASTASIS MUSC. - BRAS;Diastasis musculaire (n'entraînant pas de hernie) - Bras;;;;;0
M6203;DIASTASIS MUSC. - AVANT-BRAS;Diastasis musculaire (n'entraînant pas de hernie) - Avant-bras;;;;;0
M6204;DIASTASIS MUSC. - MAIN;Diastasis musculaire (n'entraînant pas de hernie) - Main;;;;;0
M6205;DIASTASIS MUSC. - BASSIN, CUISSE;Diastasis musculaire (n'entraînant pas de hernie) - Région pelvienne et cuisse;;;;;0
M6206;DIASTASIS MUSC. - JAMBE;Diastasis musculaire (n'entraînant pas de hernie) - Jambe;;;;;0
M6207;DIASTASIS MUSC. - CHEV., PIED;Diastasis musculaire (n'entraînant pas de hernie) - Cheville et pied;;;;;0
M6208;DIASTASIS MUSC. - AUTRES LOC.;Diastasis musculaire (n'entraînant pas de hernie) - Autres localisations;;;;;0
M6209;DIASTASIS MUSC. - LOC. SAI;Diastasis musculaire (n'entraînant pas de hernie) - Siège non précisé;;;;;0
M621;DECHIRURES MUSC., NCA;Autres déchirures musculaires (non traumatiques);;;;;0
M6210;DECHIRURES MUSC., NCA - SIEGES MULT.;Autres déchirures musculaires (non traumatiques) - Sièges multiples;;;;;0
M6211;DECHIRURES MUSC., NCA - EPAULE;Autres déchirures musculaires (non traumatiques) - Région scapulaire;;;;;0
M6212;DECHIRURES MUSC., NCA - BRAS;Autres déchirures musculaires (non traumatiques) - Bras;;;;;0
M6213;DECHIRURES MUSC., NCA - AVANT-BRAS;Autres déchirures musculaires (non traumatiques) - Avant-bras;;;;;0
M6214;DECHIRURES MUSC., NCA - MAIN;Autres déchirures musculaires (non traumatiques) - Main;;;;;0
M6215;DECHIRURES MUSC., NCA - BASSIN, CUISSE;Autres déchirures musculaires (non traumatiques) - Région pelvienne et cuisse;;;;;0
M6216;DECHIRURES MUSC., NCA - JAMBE;Autres déchirures musculaires (non traumatiques) - Jambe;;;;;0
M6217;DECHIRURES MUSC., NCA - CHEV., PIED;Autres déchirures musculaires (non traumatiques) - Cheville et pied;;;;;0
M6218;DECHIRURES MUSC., NCA - AUTRES LOC.;Autres déchirures musculaires (non traumatiques) - Autres localisations;;;;;0
M6219;DECHIRURES MUSC., NCA - LOC. SAI;Autres déchirures musculaires (non traumatiques) - Siège non précisé;;;;;0
M622;INFARCISSEMENT ISCHEM. MUSC.;Infarcissement ischémique musculaire;;;;;0
M6220;INFARCISSEMENT ISCHEM. MUSC. - SIEGES MULT.;Infarcissement ischémique musculaire - Sièges multiples;;;;;0
M6221;INFARCISSEMENT ISCHEM. MUSC. - EPAULE;Infarcissement ischémique musculaire - Région scapulaire;;;;;0
M6222;INFARCISSEMENT ISCHEM. MUSC. - BRAS;Infarcissement ischémique musculaire - Bras;;;;;0
M6223;INFARCISSEMENT ISCHEM. MUSC. - AVANT-BRAS;Infarcissement ischémique musculaire - Avant-bras;;;;;0
M6224;INFARCISSEMENT ISCHEM. MUSC. - MAIN;Infarcissement ischémique musculaire - Main;;;;;0
M6225;INFARCISSEMENT ISCHEM. MUSC. - BASSIN, CUISSE;Infarcissement ischémique musculaire - Région pelvienne et cuisse;;;;;0
M8518;OSTEOSE FLUOREE - AUTRES LOC.;Ostéose fluorée - Autres localisations;;;;;0
M8519;OSTEOSE FLUOREE - LOC. SAI;Ostéose fluorée - Siège non précisé;;;;;0
M852;HYPEROSTOSE DU CRANE;Hyperostose du crâne;;;;;0
M8520;HYPEROSTOSE DU CRANE - SIEGES MULT.;Hyperostose du crâne - Sièges multiples;;;;;0
M8528;HYPEROSTOSE DU CRANE - AUTRES LOC.;Hyperostose du crâne - Autres localisations;;;;;0
M853;OSTEITE CONDENSANTE;Ostéite condensante;;;;;0
M8530;OSTEITE CONDENSANTE - SIEGES MULT.;Ostéite condensante - Sièges multiples;;;;;0
M8531;OSTEITE CONDENSANTE - EPAULE;Ostéite condensante - Région scapulaire;;;;;0
M8532;OSTEITE CONDENSANTE - BRAS;Ostéite condensante - Bras;;;;;0
M8533;OSTEITE CONDENSANTE - AVANT-BRAS;Ostéite condensante - Avant-bras;;;;;0
M8534;OSTEITE CONDENSANTE - MAIN;Ostéite condensante - Main;;;;;0
M8535;OSTEITE CONDENSANTE - BASSIN, CUISSE;Ostéite condensante - Région pelvienne et cuisse;;;;;0
M8536;OSTEITE CONDENSANTE - JAMBE;Ostéite condensante - Jambe;;;;;0
M8537;OSTEITE CONDENSANTE - CHEV., PIED;Ostéite condensante - Cheville et pied;;;;;0
M8538;OSTEITE CONDENSANTE - AUTRES LOC.;Ostéite condensante - Autres localisations;;;;;0
M8539;OSTEITE CONDENSANTE - LOC. SAI;Ostéite condensante - Siège non précisé;;;;;0
M854;KYSTE SOLITAIRE DES OS;Kyste solitaire des os;;;;;0
M8540;KYSTE SOLITAIRE DES OS - SIEGES MULT.;Kyste solitaire des os - Sièges multiples;;;;;0
M8541;KYSTE SOLITAIRE DES OS - EPAULE;Kyste solitaire des os - Région scapulaire;;;;;0
M8542;KYSTE SOLITAIRE DES OS - BRAS;Kyste solitaire des os - Bras;;;;;0
M8543;KYSTE SOLITAIRE DES OS - AVANT-BRAS;Kyste solitaire des os - Avant-bras;;;;;0
M8544;KYSTE SOLITAIRE DES OS - MAIN;Kyste solitaire des os - Main;;;;;0
M8545;KYSTE SOLITAIRE DES OS - BASSIN, CUISSE;Kyste solitaire des os - Région pelvienne et cuisse;;;;;0
M8546;KYSTE SOLITAIRE DES OS - JAMBE;Kyste solitaire des os - Jambe;;;;;0
M8547;KYSTE SOLITAIRE DES OS - CHEV., PIED;Kyste solitaire des os - Cheville et pied;;;;;0
M8548;KYSTE SOLITAIRE DES OS - AUTRES LOC.;Kyste solitaire des os - Autres localisations;;;;;0
M8549;KYSTE SOLITAIRE DES OS - LOC. SAI;Kyste solitaire des os - Siège non précisé;;;;;0
M855;KYSTE ANEVRISMAL DES OS;Kyste anévrismal des os;;;;;0
M8550;KYSTE ANEVRISMAL DES OS - SIEGES MULT.;Kyste anévrismal des os - Sièges multiples;;;;;0
M8551;KYSTE ANEVRISMAL DES OS - EPAULE;Kyste anévrismal des os - Région scapulaire;;;;;0
M8552;KYSTE ANEVRISMAL DES OS - BRAS;Kyste anévrismal des os - Bras;;;;;0
M8553;KYSTE ANEVRISMAL DES OS - AVANT-BRAS;Kyste anévrismal des os - Avant-bras;;;;;0
M8554;KYSTE ANEVRISMAL DES OS - MAIN;Kyste anévrismal des os - Main;;;;;0
M8555;KYSTE ANEVRISMAL DES OS - BASSIN, CUISSE;Kyste anévrismal des os - Région pelvienne et cuisse;;;;;0
M8556;KYSTE ANEVRISMAL DES OS - JAMBE;Kyste anévrismal des os - Jambe;;;;;0
M8557;KYSTE ANEVRISMAL DES OS - CHEV., PIED;Kyste anévrismal des os - Cheville et pied;;;;;0
M8558;KYSTE ANEVRISMAL DES OS - AUTRES LOC.;Kyste anévrismal des os - Autres localisations;;;;;0
M8559;KYSTE ANEVRISMAL DES OS - LOC. SAI;Kyste anévrismal des os - Siège non précisé;;;;;0
M856;KYSTES OSSEUX, NCA;Autres kystes osseux;;;;;0
M8560;KYSTES OSSEUX, NCA - SIEGES MULT.;Autres kystes osseux - Sièges multiples;;;;;0
M8561;KYSTES OSSEUX, NCA - EPAULE;Autres kystes osseux - Région scapulaire;;;;;0
M8562;KYSTES OSSEUX, NCA - BRAS;Autres kystes osseux - Bras;;;;;0
M8563;KYSTES OSSEUX, NCA - AVANT-BRAS;Autres kystes osseux - Avant-bras;;;;;0
M8564;KYSTES OSSEUX, NCA - MAIN;Autres kystes osseux - Main;;;;;0
M8565;KYSTES OSSEUX, NCA - BASSIN, CUISSE;Autres kystes osseux - Région pelvienne et cuisse;;;;;0
M8566;KYSTES OSSEUX, NCA - JAMBE;Autres kystes osseux - Jambe;;;;;0
M8567;KYSTES OSSEUX, NCA - CHEV., PIED;Autres kystes osseux - Cheville et pied;;;;;0
M8568;KYSTES OSSEUX, NCA - AUTRES LOC.;Autres kystes osseux - Autres localisations;;;;;0
M8569;KYSTES OSSEUX, NCA - LOC. SAI;Autres kystes osseux - Siège non précisé;;;;;0
M858;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA;Autres anomalies précisées de la densité et de la structure osseuses;;;;;0
M8580;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - SIEGES MULT.;Autres anomalies précisées de la densité et de la structure osseuses - Sièges multiples;;;;;0
M8581;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - EPAULE;Autres anomalies précisées de la densité et de la structure osseuses - Région scapulaire;;;;;0
M8582;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - BRAS;Autres anomalies précisées de la densité et de la structure osseuses - Bras;;;;;0
M8583;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - AVANT-BRAS;Autres anomalies précisées de la densité et de la structure osseuses - Avant-bras;;;;;0
M8584;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - MAIN;Autres anomalies précisées de la densité et de la structure osseuses - Main;;;;;0
M8585;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - BASSIN, CUISSE;Autres anomalies précisées de la densité et de la structure osseuses - Région pelvienne et cuisse;;;;;0
M8586;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - JAMBE;Autres anomalies précisées de la densité et de la structure osseuses - Jambe;;;;;0
M8587;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - CHEV., PIED;Autres anomalies précisées de la densité et de la structure osseuses - Cheville et pied;;;;;0
M8588;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - AUTRES LOC.;Autres anomalies précisées de la densité et de la structure osseuses - Autres localisations;;;;;0
M8589;ANOM. PREC. DE DENSITE ET STRUCTURE OS., NCA - LOC. SAI;Autres anomalies précisées de la densité et de la structure osseuses - Siège non précisé;;;;;0
M859;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI;Anomalie de la densité et de la structure osseuses, sans précision;;;;;0
M8590;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - SIEGES MULT.;Anomalie de la densité et de la structure osseuses, sans précision - Sièges multiples;;;;;0
M8591;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - EPAULE;Anomalie de la densité et de la structure osseuses, sans précision - Région scapulaire;;;;;0
M8592;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - BRAS;Anomalie de la densité et de la structure osseuses, sans précision - Bras;;;;;0
M8593;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - AVANT-BRAS;Anomalie de la densité et de la structure osseuses, sans précision - Avant-bras;;;;;0
M8594;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - MAIN;Anomalie de la densité et de la structure osseuses, sans précision - Main;;;;;0
M8595;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - BASSIN, CUISSE;Anomalie de la densité et de la structure osseuses, sans précision - Région pelvienne et cuisse;;;;;0
M8596;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - JAMBE;Anomalie de la densité et de la structure osseuses, sans précision - Jambe;;;;;0
M8597;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - CHEV., PIED;Anomalie de la densité et de la structure osseuses, sans précision - Cheville et pied;;;;;0
M8598;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - AUTRES LOC.;Anomalie de la densité et de la structure osseuses, sans précision - Autres localisations;;;;;0
M8599;ANOM. DE DENSITE ET DE STRUCTURE OS., SAI - LOC. SAI;Anomalie de la densité et de la structure osseuses, sans précision - Siège non précisé;;;;;0
M86;OSTEOMYELITE;Ostéomyélite;;;;;0
M860;OSTEOMYELITE HEMATOGENE AIG.;Ostéomyélite hématogène aiguë;;;;;0
M8600;OSTEOMYELITE HEMATOGENE AIG. - SIEGES MULT.;Ostéomyélite hématogène aiguë - Sièges multiples;;;;;0
M8601;OSTEOMYELITE HEMATOGENE AIG. - EPAULE;Ostéomyélite hématogène aiguë - Région scapulaire;;;;;0
Q205;COMMUNICATION AURICULO-VENTRICULAIRE DISCORDANTE;Communication auriculo-ventriculaire discordante;;;;;0
Q206;ISOMERISME DES AURICULES CARD.;Isomérisme des auricules cardiaques;;;;;0
Q208;MALF. CONG. DES CAV. ET DES ORIFICES CARD., NCA;Autres malformations congénitales des cavités et des orifices cardiaques;;;;;0
Q209;MALF. CONG. DES CAV. ET DES ORIFICES CARD., SAI;Malformation congénitale des cavités et des orifices cardiaques, sans précision;;;;;0
Q21;MALF. CONG. DES CLOISONS CARD.;Malformations congénitales des cloisons cardiaques;;;;;0
Q210;C.I.V.;Communication interventriculaire;;;;;0
Q211;C.I.A.;Communication interauriculaire;;;;;0
Q212;COMMUNICATION AURICULO-VENTRICULAIRE;Communication auriculo-ventriculaire;;;;;0
Q213;TETRALOGIE DE FALLOT;Tétralogie de Fallot;;;;;0
Q214;COMMUNICATION AORTO-PULM.;Communication aorto-pulmonaire;;;;;0
