table,var,format,description,nomenclature,creation,suppression,dates_manquantes
T_MCOaaFH,COE_TAU,"number (5,2)",Coefficient de fractionnement,-,2008,,
T_MCOaaFH,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFH,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFH,FAC_TOT,"number (7,2)",Montant total facturé TTC,-,2005,,
T_MCOaaFH,MNT_UNI_ECA,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2008,,
T_MCOaaFH,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFH,QUA_COD,number (3),Quantité,-,2005,,
T_MCOaaFH,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFH,TOT_MNT_ECA,"number (7,2)",Montant total de l'écart indemnisable,-,2008,,
T_MCOaaFH,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFH,UCD_UCD_COD,string (13),Code UCD (0 à gauche),-,2005,,
T_MCOaaFH,COD_LES,string (7),Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,-,2018,,
T_MCOaaFH,EXE_SOI_DTD,date,Date de soins,-,2020,,
T_MCOaaFH,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFH,COD_TAU,string,Code taux,-,2005,2008,
T_MCOaaFH,COD_UCP_CIP,string,Code UCD ou CIP,-,2005,2008,
T_MCOaaFH,MNT_IND,number,Montant écart indemnisable,-,2005,2008,
T_MCOaaFH,PRI_UNI_FAC,number,Prix unitaire facturé,-,2005,2008,
T_MCOaaFH,ENT_ANN,string (4),Année début de séjour,-,2008,2021,
T_MCOaaFH,ENT_MOI,string (2),Mois de début de séjour,-,2008,2021,
T_MCOaaFHSTC,ACH_PRU_TTC,"number (7,2)",Prix d'achat unitaire TTC,-,2009,,
T_MCOaaFHSTC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFHSTC,ECRT_IND_MNT,"number (7,2)",Montant total de l'écart indemnisable,-,2009,,
T_MCOaaFHSTC,ECRT_IND_MTU,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2009,,
T_MCOaaFHSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2009,,
T_MCOaaFHSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFHSTC,FAC_MNT,"number (7,2)",Montant total facturé TTC,-,2009,,
T_MCOaaFHSTC,FRACT_COE,"number (5,4)",Coefficient de fractionnement,-,2009,,
T_MCOaaFHSTC,QUA,number (3),Quantité,-,2009,,
T_MCOaaFHSTC,SEQ_NUM,string (8),N° séquentiel,-,2009,,
T_MCOaaFHSTC,TYP_ART,string (1),Type d'enregistrement,-,2009,,
T_MCOaaFHSTC,UCD_COD,string (7),Code UCD,-,2009,,
T_MCOaaFHSTC,UCD_UCD_COD,string (13),Code UCD (0 à gauche),-,2009,,
T_MCOaaFHSTC,COD_LES,string (7),Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,-,2019,,
T_MCOaaFHSTC,EXE_SOI_DTD,date,Date des soins,-,2020,,
T_MCOaaFHSTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFHSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2009,2021,
T_MCOaaFHSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2009,2021,
T_MCOaaFHSTC,ENT_ANN,string (4),Année début de séjour,-,2009,2021,
T_MCOaaFHSTC,ENT_MOI,string (2),Mois de début de séjour,-,2009,2021,
T_MCOaaFI,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFI,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFI,ETB_NUM,string (14),Etablissement de transfert ou de retour ou lieu d'exécution de l'acte,-,2005,,
T_MCOaaFI,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFI,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFI,SEJ_FIN,string (1),Nature d'interruption ou de fin de séjour,-,2005,,
T_MCOaaFI,SEJ_FIN,string (1),Nature d'interruption ou de fin de séjour,-,2005,,
T_MCOaaFI,ETB_NUM,string (14),Etablissement de transfert ou de retour ou lieu d'exécution de l'acte,-,2005,,
T_MCOaaFI,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFI,EXE_SOI_DTD,date,Date de début,-,2020,,
T_MCOaaFI,EXE_SOI_DTF,date,Date de fin,-,2020,,
T_MCOaaFI,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFI,EXE_SOI_AMF,string (6),Date de sortie du séjour,-,2020,,
T_MCOaaFI,SOR_ANN,string (4),Année de fin de séjour,-,2008,2021,
T_MCOaaFI,SOR_MOI,string (2),Mois de fin de séjour,-,2008,2021,
T_MCOaaFI,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFL,ACT_NBR,number (2),Quantité acte,-,2012,,
T_MCOaaFL,DEL_DAT_ENT,number (5),délai par rapport à la date d'entrée,-,2012,,
T_MCOaaFL,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2012,,
T_MCOaaFL,NABM_COD,string (8),Code acte,-,2012,,
T_MCOaaFL,NUM_FAC,string (3),N° Facture séquentiel,-,2012,,
T_MCOaaFL,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2012,,
T_MCOaaFL,PSH_MDT,string (2),Mode de traitement,-,2012,,
T_MCOaaFL,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2012,,
T_MCOaaFL,TYP_ART,string (1),Type d'enregistrement,-,2012,,
T_MCOaaFL,EXE_SOI_DTD,date,Date de l'acte 1 à 5,-,2020,,
T_MCOaaFL,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFL,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2012,2021,
T_MCOaaFL,ANN_MOI,string (6),Mois et année,-,2012,2021,
T_MCOaaFLSTC,ACT_NBR,number (2),Quantité acte,-,2012,,
T_MCOaaFLSTC,DEL_DAT_ENT,number (5),délai par rapport à la date d'entrée,-,2012,,
T_MCOaaFLSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2012,,
T_MCOaaFLSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFLSTC,NABM_COD,string (8),Code acte,-,2012,,
T_MCOaaFLSTC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2012,,
T_MCOaaFLSTC,PSH_MDT,string (2),Mode de traitement,-,2012,,
T_MCOaaFLSTC,SEQ_NUM,string (8),N° séquentiel,-,2012,,
T_MCOaaFLSTC,TYP_ART,string (1),Type d'enregistrement,-,2012,,
T_MCOaaFLSTC,EXE_SOI_DTD,date,Date de l'acte 1 à 5,-,2020,,
T_MCOaaFLSTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFLSTC,ANN_MOI,string (6),Mois et année,-,2012,2021,
T_MCOaaFLSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2012,2021,
T_MCOaaFLSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2012,2021,
T_MCOaaFM,ACV_ACT,string (1),Activité,-,2005,,
T_MCOaaFM,ANP_ACT,string (1),Association non prévue,-,2005,,
T_MCOaaFM,CCAM_COD,string (7),Code CCAM,-,2005,,
T_MCOaaFM,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFM,DENT_NUM_1,string (2),N° dent 1,-,2005,,
T_MCOaaFM,DENT_NUM_10,string (2),N° dent 10,-,2005,,
T_MCOaaFM,DENT_NUM_11,string (2),N° dent 11,-,2005,,
T_MCOaaFM,DENT_NUM_12,string (2),N° dent 12,-,2005,,
T_MCOaaFM,DENT_NUM_13,string (2),N° dent 13,-,2005,,
T_MCOaaFM,DENT_NUM_14,string (2),N° dent 14,-,2005,,
T_MCOaaFM,DENT_NUM_15,string (2),N° dent 15,-,2005,,
T_MCOaaFM,DENT_NUM_16,string (2),N° dent 16,-,2005,,
T_MCOaaFM,DENT_NUM_2,string (2),N° dent 2,-,2005,,
T_MCOaaFM,DENT_NUM_3,string (2),N° dent 3,-,2005,,
T_MCOaaFM,DENT_NUM_4,string (2),N° dent 4,-,2005,,
T_MCOaaFM,DENT_NUM_5,string (2),N° dent 5,-,2005,,
T_MCOaaFM,DENT_NUM_6,string (2),N° dent 6,-,2005,,
T_MCOaaFM,DENT_NUM_7,string (2),N° dent 7,-,2005,,
T_MCOaaFM,DENT_NUM_8,string (2),N° dent 8,-,2005,,
T_MCOaaFM,DENT_NUM_9,string (2),N° dent 9,-,2005,,
T_MCOaaFM,DOC_ACT,string (1),Extension documentaire,-,2005,,
T_MCOaaFM,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFM,EXT_PMSI,string (3),Extension PMSI,-,2015,,
T_MCOaaFM,MOD_ACT1,string (1),Modificateur 1,-,2005,,
T_MCOaaFM,MOD_ACT2,string (1),Modificateur 2,-,2005,,
T_MCOaaFM,MOD_ACT3,string (1),Modificateur 3,-,2005,,
T_MCOaaFM,MOD_ACT4,string (1),Modificateur 4,-,2005,,
T_MCOaaFM,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFM,PHA_ACT,string (1),Phase,-,2005,,
T_MCOaaFM,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2005,,
T_MCOaaFM,PSH_MDT,string (2),Mode de traitement,-,2005,,
T_MCOaaFM,REM_EXP_ACT,string (1),Code remboursement exceptionnel,-,2005,,
T_MCOaaFM,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFM,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFM,EXE_SOI_DTD,date,Date de l'acte,-,2020,,
T_MCOaaFM,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFM,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFM,SOR_ANN,string (4),Année de l'acte,-,2008,2021,
T_MCOaaFM,SOR_MOI,string (2),Mois de l'acte,-,2008,2021,
T_MCOaaFMSTC,ACV_ACT,string (1),Activité,-,2007,,
T_MCOaaFMSTC,ANP_ACT,string (1),Code association d'actes non prévue,-,2007,,
T_MCOaaFMSTC,CCAM_COD,string (7),Code CCAM,-,2007,,
T_MCOaaFMSTC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFMSTC,DENT_NUM_1,string (2),N° dent 1,-,2007,,
T_MCOaaFMSTC,DENT_NUM_10,string (2),N° dent 10,-,2007,,
T_MCOaaFMSTC,DENT_NUM_11,string (2),N° dent 11,-,2007,,
T_MCOaaFMSTC,DENT_NUM_12,string (2),N° dent 12,-,2007,,
T_MCOaaFMSTC,DENT_NUM_13,string (2),N° dent 13,-,2007,,
T_MCOaaFMSTC,DENT_NUM_14,string (2),N° dent 14,-,2007,,
T_MCOaaFMSTC,DENT_NUM_15,string (2),N° dent 15,-,2007,,
T_MCOaaFMSTC,DENT_NUM_16,string (2),N° dent 16,-,2007,,
T_MCOaaFMSTC,DENT_NUM_2,string (2),N° dent 2,-,2007,,
T_MCOaaFMSTC,DENT_NUM_3,string (2),N° dent 3,-,2007,,
T_MCOaaFMSTC,DENT_NUM_4,string (2),N° dent 4,-,2007,,
T_MCOaaFMSTC,DENT_NUM_5,string (2),N° dent 5,-,2007,,
T_MCOaaFMSTC,DENT_NUM_6,string (2),N° dent 6,-,2007,,
T_MCOaaFMSTC,DENT_NUM_7,string (2),N° dent 7,-,2007,,
T_MCOaaFMSTC,DENT_NUM_8,string (2),N° dent 8,-,2007,,
T_MCOaaFMSTC,DENT_NUM_9,string (2),N° dent 9,-,2007,,
T_MCOaaFMSTC,DOC_ACT,string (1),Extension documentaire,-,2007,,
T_MCOaaFMSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2007,,
T_MCOaaFMSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFMSTC,MOD_ACT1,string (1),Modificateur 1,-,2007,,
T_MCOaaFMSTC,MOD_ACT2,string (1),Modificateur 2,-,2007,,
T_MCOaaFMSTC,MOD_ACT3,string (1),Modificateur 3,-,2007,,
T_MCOaaFMSTC,MOD_ACT4,string (1),Modificateur 4,-,2007,,
T_MCOaaFMSTC,PHA_ACT,string (1),Phase,-,2007,,
T_MCOaaFMSTC,PSH_DMT,string (3),Discipline de prestation (ex DMT),-,2007,,
T_MCOaaFMSTC,PSH_MDT,string (2),Mode de traitement,-,2007,,
T_MCOaaFMSTC,REM_EXP_ACT,string (1),Code remboursement sous condition,-,2007,,
T_MCOaaFMSTC,SEQ_NUM,string (8),N° séquentiel,-,2008,,
T_MCOaaFMSTC,TYP_ART,string (1),Type d'enregistrement,-,2007,,
T_MCOaaFMSTC,EXE_SOI_DTD,date,Date de l'acte,-,2020,,
T_MCOaaFMSTC,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFMSTC,DAT_RET,string,Code retour contrôle « date de référence» (date d'entrée),-,2007,2008,
T_MCOaaFMSTC,NIAS_RET,string,Code retour contrôle « n° d’identification administratif de séjour »,-,2007,2008,
T_MCOaaFMSTC,NIR_ANO_17,number,N° anonyme,-,2007,2008,
T_MCOaaFMSTC,NIR_RET,string,Code retour contrôle « n° sécurité sociale »,-,2007,2008,
T_MCOaaFMSTC,SEX_RET,string,Code retour contrôle « sexe »,-,2007,2008,
T_MCOaaFMSTC,SOR_ANN,string (4),Année de sortie,-,2008,2021,
T_MCOaaFMSTC,SOR_MOI,string (2),Mois de sortie,-,2008,2021,
T_MCOaaFMSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2007,2021,
T_MCOaaFMSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2007,2021,
T_MCOaaFP,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFP,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaFP,FAC_MNT,"number (7,2)",Montant total facturé,-,2008,,
T_MCOaaFP,LPP_COD,string (13),Code référence LPP,-,2008,,
T_MCOaaFP,LPP_PRI_UNI,"number (7,2)",Prix d'achat unitaire,-,2008,,
T_MCOaaFP,LPP_PU_DEV,"number (7,2)",Tarif référence LPP/ Prix Unitaire sur devis,-,2008,,
T_MCOaaFP,LPP_QUA,number (2),Quantité,-,2008,,
T_MCOaaFP,MNT_UNI_ECA,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2008,,
T_MCOaaFP,NUM_FAC,string (3),N° séquentiel de facture,-,2005,,
T_MCOaaFP,RSA_NUM,string (10),N° séquentiel (le même que pour les RSA),-,2005,,
T_MCOaaFP,TIP_PRS_IDE,number (13),Code référence LPP (format numérique),-,2005,,
T_MCOaaFP,TOT_MNT_ECA,"number (7,2)",Montant total de l'écart indemnisable,-,2008,,
T_MCOaaFP,TYP_ART,string (1),Type d'enregistrement,-,2005,,
T_MCOaaFP,EXE_SOI_DTD,date,Date de soins,-,2020,,
T_MCOaaFP,EXE_SOI_AMD,string (6),Date d'entrée du séjour,-,2020,,
T_MCOaaFP,FAC_MNT1,number,Montant facturé 1,-,2005,2008,
T_MCOaaFP,FAC_MNT2,number,Montant facturé 2,-,2005,2008,
T_MCOaaFP,LPP_COD1,string,Code LPP 1,-,2005,2008,
T_MCOaaFP,LPP_COD2,string,Code LPP 2,-,2005,2008,
T_MCOaaFP,LPP_PRI_UNI1,number,Tarif référence LPP/Prix unitaire 1,-,2005,2008,
T_MCOaaFP,LPP_PRI_UNI2,number,Tarif référence LPP/Prix unitaire 2,-,2005,2008,
T_MCOaaFP,LPP_QUA1,string,Quantité 1,-,2005,2008,
T_MCOaaFP,LPP_QUA2,string,Quantité 2,-,2005,2008,
T_MCOaaFP,ENT_ANN,string (4),Année début de séjour,-,2008,2021,
T_MCOaaFP,ENT_MOI,string (2),Mois de début de séjour,-,2008,2021,
T_MCOaaFP,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2005,2021,
T_MCOaaFPSTC,DEL_DAT_ENT,number (5),Délai par rapport à la date d'entrée,-,2013,,
T_MCOaaFPSTC,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2011,,
T_MCOaaFPSTC,ETA_NUM_GEO,string (9),Numéro FINESS géographique,-,2016,,
T_MCOaaFPSTC,FAC_MNT,"number (7,2)",Montant total facturé,-,2011,,
T_MCOaaFPSTC,LPP_COD,string (13),Code référence LPP,-,2011,,
T_MCOaaFPSTC,LPP_PRI_UNI,"number (7,2)",Prix d'achat unitaire,-,2011,,
T_MCOaaFPSTC,LPP_PU_DEV,"number (7,2)",Tarif référence LPP ou Prix Unitaire sur devis,-,2011,,
T_MCOaaFPSTC,LPP_QUA,number (2),Quantité,-,2011,,
T_MCOaaFPSTC,MNT_UNI_ECA,"number (7,2)",Montant unitaire de l'écart indemnisable,-,2011,,
T_MCOaaFPSTC,SEQ_NUM,string (8),N° séquentiel,-,2011,,
T_MCOaaFPSTC,TIP_PRS_IDE,number (13),Code référence LPP (format numérique),-,2011,,
T_MCOaaFPSTC,TOT_MNT_ECA,"number (7,2)",Montant total de l'écart indemnisable,-,2011,,
T_MCOaaFPSTC,TYP_ART,string (1),Type d'enregistrement,-,2011,,
T_MCOaaFPSTC,EXE_SOI_DTD,date,Date des soins,-,2020,,
T_MCOaaFPSTC,EXE_SOI_AMD,string (6),,-,2020,,
T_MCOaaFPSTC,ENT_ANN,string (4),Année début de séjour,-,2008,2021,
T_MCOaaFPSTC,ENT_MOI,string (2),Mois de début de séjour,-,2008,2021,
T_MCOaaFPSTC,NUM_FAC,string (3),N° Facture séquentiel,-,2011,2021,
T_MCOaaFPSTC,RSF_TYP,string (1),"Type de format RSF (1 : ancien, 2 : nouveau)",-,2011,2021,
T_MCOaaGVxx,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,2005,,
T_MCOaaGVxx,ETE_GHS_NUM,number (4),Regroupage en GHS (format numérique de GHS_NUM),-,2009,,
T_MCOaaGVxx,GHM_NUM,string (6),Regroupage en GHM,-,2005,,
T_MCOaaGVxx,GHS_NUM,string (4),Regroupage en GHS (utilisé pour la valorisation),-,2009,,
T_MCOaaGVxx,GHS_THEO,string (4),Regroupage en GHS (GHS correspond au GHM),-,2013,,
T_MCOaaGVxx,RSA_NUM,string (10),N° d'index du RSA,-,2005,,
T_MCOaaGVxxxx,ETA_NUM,string (9),Numéro FINESS e-PMSI,-,xxxx,xxxx+2,
T_MCOaaGVxxxx,RSA_NUM,string (10),N° d'index du RSA,-,xxxx,xxxx+2,
T_MCOaaGVxxxx,GHM_NUM,string (6),Regroupage en GHM,-,xxxx,xxxx+2,
T_MCOaaGVxxxx,GHS_NUM,string (4),Regroupage en GHS (utilisé pour la valorisation),-,xxxx,xxxx+2,
T_MCOaaGVxxxx,ETE_GHS_NUM,number (4),Regroupage en GHS (format numérique de GHS_NUM),-,xxxx,xxxx+2,
T_MCOaaGVxxxx,GHS_THEO,string (4),Regroupage en GHS (GHS correspond au GHM),-,xxxx,xxxx+2,
T_MCOaaIVG,ANN,string (4),Année période,-,2017,,
T_MCOaaIVG,ANN_IVG_PREC,string (4),Année de la dernière IVG,-,2017,,
T_MCOaaIVG,ETA_NUM,string (9),N° FINESS e-PMSI,-,2017,,
T_MCOaaIVG,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaIVG,MOI,string (2),N° période (mois),-,2017,,
T_MCOaaIVG,NBR_IVG_ANT,number (2),Nombre d'IVG antérieures,-,2017,,
T_MCOaaIVG,NBR_NAIS_ANT,number (2),Nombre de naissances vivantes antérieures,-,2017,,
T_MCOaaIVG,PRS_TYP,string (2),Type de prestation,-,2017,,
T_MCOaaIVG,RSA_NUM,string (10),N° d'index du RSA,-,2017,,
T_MCOaaIVG,SOR_ANN,string (4),Année du séjour,-,2017,,
T_MCOaaIVG,SOR_MOI,string (2),Mois du séjour,-,2017,,
T_MCOaaLEG,ANN,string (4),Année période,-,2014,,
T_MCOaaLEG,COD_ERR,string (4),Code retour,-,2014,,
T_MCOaaLEG,ETA_NUM,string (9),N° FINESS e-PMSI,-,2014,,
T_MCOaaLEG,MOI,string (2),Mois période,-,2014,,
T_MCOaaLEG,RSA_NUM,string (10),N° d'index du RSA,-,2014,,
T_MCOaaMED,ADM_MOIS,string (2),Mois de la date d'administration,-,2008,,
T_MCOaaMED,ADM_NBR,"number (10,3)",Nombre administré éventuellement fractionnaire,-,2008,,
T_MCOaaMED,ADM_NBR_PRI,"number (10,3)",Prix d'achat multiplié par le nombre administré,-,2008,,
T_MCOaaMED,ANN,string (4),Année période,-,2008,,
T_MCOaaMED,DAT_ADM_ANN,string (4),Année de la date d'administration,-,2009,,
T_MCOaaMED,DELAI,number (4),Délai entre la date d’entrée du séjour et la date de dispensation,-,2008,,
T_MCOaaMED,ETA_NUM,string (9),N° FINESS e-PMSI,-,2008,,
T_MCOaaMED,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaMED,INI_VAL_PRS,string (1),Validation initiale de la prescription par un centre de référence ou de compétence,-,2010,,
T_MCOaaMED,MOI,string (2),N° période (mois),-,2008,,
T_MCOaaMED,NBR_SEJ,number (6),Nombre de séjours impliqués,-,2008,,
T_MCOaaMED,PRS_TYP,string (2),Type de prestation,-,2008,,
T_MCOaaMED,RSA_NUM,string (10),N° d'index du RSA,-,2008,,
T_MCOaaMED,TOP_UCD_AUTO,string (1),Top transcodage UCD13 auto,-,2015,,
T_MCOaaMED,UCD_UCD_COD,string (13),Code UCD,-,2008,,
T_MCOaaMED,COD_LES,string (7),Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,-,2018,,
T_MCOaaMED,UCD_COD,string,Code UCD,-,2008,2015,
T_MCOaaMEDATU,ACH_PRI_ADM,"number (10,3)",Prix d'achat multiplié par le nombre administré,-,2012,,
T_MCOaaMEDATU,ADM_ANN,string (4),Année de la date d'administration,-,2012,,
T_MCOaaMEDATU,ADM_MOIS,string (2),Mois de la date d'administration,-,2012,,
T_MCOaaMEDATU,ADM_NBR,"number (10,3)",Nombre administré éventuellement fractionnaire,-,2012,,
T_MCOaaMEDATU,ANN,string (4),Année période,-,2012,,
T_MCOaaMEDATU,DAT_DELAI,number (4),Délai entre la date d’entrée du séjour et la date de dispensation,-,2012,,
T_MCOaaMEDATU,ETA_NUM,string (9),N° FINESS e-PMSI,-,2012,,
T_MCOaaMEDATU,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaMEDATU,INI_VAL_PRS,string (1),Validation initiale de la prescription par un centre de référence ou de compétence,-,2012,,
T_MCOaaMEDATU,MOI,string (2),N° période (mois),-,2012,,
T_MCOaaMEDATU,PRS_TYP,string (2),Type de prestation,-,2012,,
T_MCOaaMEDATU,RSA_NUM,string (10),N° d'index du RSA,-,2012,,
T_MCOaaMEDATU,SEJ_NBR,number (6),Nombre de séjours impliqués,-,2012,,
T_MCOaaMEDATU,TOP_UCD_AUTO,string (1),Top transcodage UCD13 auto,-,2015,,
T_MCOaaMEDATU,UCD_UCD_COD,string (13),Code UCD,-,2012,,
T_MCOaaMEDATU,COD_LES,string (7),Code indication des spécialités pharmaceutiques inscrites sur la liste en sus,-,2019,,
T_MCOaaMEDATU,UCD_COD,string,Code UCD,-,2012,2015,
T_MCOaaMEDTHROMBO,ADM_ANN,string (4),Année de la date d'administration,-,2012,,
T_MCOaaMEDTHROMBO,ADM_MOIS,string (2),Mois de la date d'administration,-,2012,,
T_MCOaaMEDTHROMBO,ADM_NBR,"number (10,3)",Nombre administré éventuellement fractionnaire,-,2012,,
T_MCOaaMEDTHROMBO,ADM_PRI_ADM,"number (10,3)",Prix d'achat multiplié par le nombre administré,-,2012,,
T_MCOaaMEDTHROMBO,ANN,string (4),Année période,-,2012,,
T_MCOaaMEDTHROMBO,DAT_DELAI,number (4),Délai entre la date d’entrée du séjour et la date de dispensation,-,2012,,
T_MCOaaMEDTHROMBO,ETA_NUM,string (9),N° FINESS e-PMSI,-,2012,,
T_MCOaaMEDTHROMBO,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaMEDTHROMBO,INI_VAL_PRS,string (1),Validation initiale de la prescription par un centre de référence ou de compétence,-,2012,,
T_MCOaaMEDTHROMBO,MOI,string (2),N° période (mois),-,2012,,
T_MCOaaMEDTHROMBO,PRS_TYP,string (2),Type de prestation,-,2012,,
T_MCOaaMEDTHROMBO,RSA_NUM,string (10),N° d'index du RSA,-,2012,,
T_MCOaaMEDTHROMBO,SEJ_NBR,number (6),Nombre de séjours impliqués,-,2012,,
T_MCOaaMEDTHROMBO,TOP_UCD_AUTO,string (1),Top transcodage UCD13 auto,-,2015,,
T_MCOaaMEDTHROMBO,UCD_UCD_COD,string (13),Code UCD,-,2012,,
T_MCOaaMEDTHROMBO,UCD_COD,string,Code UCD,-,2012,2015,
T_MCOaaORP,ANN,string (4),Année période,-,2013,2017,
T_MCOaaORP,ETA_NUM,string (9),N° FINESS e-PMSI,-,2013,2017,
T_MCOaaORP,MOI,string (2),N° période (mois),-,2013,2017,
T_MCOaaORP,ORP_COD,string (15),Code ORPHA,-,2013,2017,
T_MCOaaORP,PRS_TYP,string (2),Type de prestation,-,2013,2017,
T_MCOaaORP,RSA_NUM,string (10),N° d'index du RSA,-,2013,2017,
T_MCOaaPIE,ANN,string (4),Année période,-,2008,,
T_MCOaaPIE,DELAI,number (4),Délai entre la date d’entrée du séjour et la date de début de la prestation,-,2008,,
T_MCOaaPIE,ETA_NUM,string (9),N° FINESS e-PMSI,-,2008,,
T_MCOaaPIE,ETA_NUM_ENT,string (9),N° FINESS du fichier d'entrée,-,2017,,
T_MCOaaPIE,MOI,string (2),N° période (mois),-,2008,,
T_MCOaaPIE,POS_ANN,string (4),Année de la date de début de la prestation,-,2009,,
T_MCOaaPIE,POS_MOI,string (2),Mois de la date de début de la prestation,-,2008,,
T_MCOaaPIE,PRS_COD,string (9),Code Prestation,-,2008,,
T_MCOaaPIE,PRS_JOU_NBR,number (4),Durée de la prestation,-,2008,,
T_MCOaaPIE,PRS_TYP,string (2),Type de prestation,-,2008,,
T_MCOaaPIE,RSA_NUM,string (10),N° d'index du RSA,-,2008,,
T_MCOaaPIE,SUP_PAY_NBR,number (10),Nombre de suppléments payés,-,2009,,
T_MCOaaPIP,ANN,string (4),Année période,-,2012,2016,
T_MCOaaPIP,ETA_NUM,string (9),N° FINESS e-PMSI,-,2012,2016,
T_MCOaaPIP,MOI,string (2),N° période (mois),-,2012,2016,
T_MCOaaPIP,PIP_COD,string (3),Code PIP,-,2012,2016,
T_MCOaaPIP,PRS_TYP,string (2),Type de prestation,-,2012,2016,
T_MCOaaPIP,RSA_NUM,string (10),N° d'index du RSA,-,2012,2016,
T_MCOaaPORG,ANN,string (4),Année période,-,2008,,
T_MCOaaPORG,ANN_PO,string (4),Année de la date de réalisation du prélèvement d'organe,-,2009,,
T_MCOaaPORG,DELAI,number (4),Délai entre la date d’entrée du séjour et la date de réalisation du prélèvement d'organe,-,2008,,
T_MCOaaPORG,ETA_NUM,string (9),N° FINESS e-PMSI,-,2008,,
